subscriber_id,subscriber_name,city,zone,plan_type,plan_name,monthly_charge,activation_date,status
SUB_02765,Customer 2765,Abu Dhabi,Zone 7,Prepaid,Basic,111.53,2024-03-04,Churned
SUB_02766,Customer 2766,Dubai,Zone 1,Prepaid,Standard,103.55,2025-07-30,Suspended
SUB_02767,Customer 2767,Dubai,Zone 5,Postpaid,Standard,129.28,2025-04-22,Active
SUB_02768,Customer 2768,Dubai,Zone 4,Postpaid,Unlimited,498.91,2025-11-23,Churned
SUB_02769,Customer 2769,Dubai,Zone 4,Prepaid,Standard,51.38,2024-11-15,Active
SUB_02770,Customer 2770,Abu Dhabi,Zone 3,Postpaid,Unlimited,419.56,2024-01-27,Active
SUB_02771,Customer 2771,Abu Dhabi,Zone 2,Postpaid,Premium,348.29,2025-02-13,Suspended
SUB_02772,Customer 2772,Abu Dhabi,Zone 6,Prepaid,Standard,65.59,2024-09-21,Active
SUB_02773,Customer 2773,Sharjah,Zone 2,Postpaid,Standard,115.19,2024-01-08,Active
SUB_02774,Customer 2774,Abu Dhabi,Zone 5,Postpaid,Premium,338.54,2024-08-15,Active
SUB_02775,Customer 2775,Dubai,Zone 1,Prepaid,Basic,99.9,2025-08-19,Active
SUB_02776,Customer 2776,Sharjah,Zone 8,Postpaid,Standard,118.26,2024-03-19,Active
SUB_02777,Customer 2777,Dubai,Zone 3,Prepaid,Basic,145.42,2024-02-20,Suspended
SUB_02778,Customer 2778,Dubai,Zone 8,Prepaid,Basic,115.06,2025-03-13,Active
SUB_02779,Customer 2779,Fujairah,Zone 2,Postpaid,Standard,139.41,2024-12-22,Active
SUB_02780,Customer 2780,Dubai,Zone 6,Postpaid,Unlimited,457.45,2025-12-22,Churned
SUB_02781,Customer 2781,Dubai,Zone 6,Prepaid,Standard,134.68,2024-03-10,Active
SUB_02782,Customer 2782,Sharjah,Zone 4,Prepaid,Standard,89.21,2025-07-12,Churned
SUB_02783,Customer 2783,Abu Dhabi,Zone 1,Postpaid,Unlimited,374.05,2024-03-06,Active
SUB_02784,Customer 2784,Dubai,Zone 2,Postpaid,Standard,199.34,2024-03-15,Active
SUB_02785,Customer 2785,Dubai,Zone 3,Prepaid,Basic,123.87,2025-05-02,Active
SUB_02786,Customer 2786,Abu Dhabi,Zone 3,Prepaid,Standard,124.62,2024-02-06,Active
SUB_02787,Customer 2787,Ajman,Zone 2,Postpaid,Standard,154.65,2024-10-24,Active
SUB_02788,Customer 2788,Dubai,Zone 7,Prepaid,Standard,108.63,2025-02-26,Active
SUB_02789,Customer 2789,Abu Dhabi,Zone 6,Postpaid,Standard,143.19,2024-07-07,Active
SUB_02790,Customer 2790,Dubai,Zone 2,Prepaid,Basic,50.34,2024-05-22,Active
SUB_02791,Customer 2791,Sharjah,Zone 7,Prepaid,Standard,112.83,2025-10-22,Active
SUB_02792,Customer 2792,Dubai,Zone 6,Postpaid,Unlimited,407.2,2025-10-27,Active
SUB_02793,Customer 2793,Abu Dhabi,Zone 7,Postpaid,Premium,279.97,2025-03-10,Active
SUB_02794,Customer 2794,Sharjah,Zone 7,Prepaid,Standard,51.06,2025-01-22,Suspended
SUB_02795,Customer 2795,Abu Dhabi,Zone 6,Postpaid,Standard,147.36,2025-01-30,Active
SUB_02796,Customer 2796,Dubai,Zone 5,Prepaid,Standard,134.2,2025-04-08,Active
SUB_02797,Customer 2797,Sharjah,Zone 4,Postpaid,Premium,338.37,2025-01-25,Active
SUB_02798,Customer 2798,Abu Dhabi,Zone 6,Postpaid,Standard,125.17,2025-01-23,Active
SUB_02799,Customer 2799,Ajman,Zone 1,Prepaid,Basic,64.44,2024-03-27,Active
SUB_02800,Customer 2800,Dubai,Zone 3,Prepaid,Standard,102.95,2025-12-04,Active
SUB_02801,Customer 2801,Abu Dhabi,Zone 1,Prepaid,Standard,115.28,2025-11-12,Active
SUB_02802,Customer 2802,Abu Dhabi,Zone 7,Prepaid,Basic,81.0,2025-07-10,Active
SUB_02803,Customer 2803,Abu Dhabi,Zone 5,Prepaid,Basic,60.34,2024-05-20,Active
SUB_02804,Customer 2804,Dubai,Zone 6,Prepaid,Basic,82.21,2025-11-04,Active
SUB_02805,Customer 2805,Dubai,Zone 5,Prepaid,Standard,66.37,2024-12-26,Active
SUB_02806,Customer 2806,Sharjah,Zone 2,Prepaid,Standard,147.91,2024-05-05,Active
SUB_02807,Customer 2807,Sharjah,Zone 1,Prepaid,Basic,104.28,2024-07-05,Churned
SUB_02808,Customer 2808,Ajman,Zone 6,Postpaid,Standard,151.43,2025-07-08,Active
SUB_02809,Customer 2809,Abu Dhabi,Zone 1,Prepaid,Standard,144.93,2025-02-10,Active
SUB_02810,Customer 2810,Dubai,Zone 8,Prepaid,Standard,100.09,2025-06-29,Active
SUB_02811,Customer 2811,Abu Dhabi,Zone 1,Prepaid,Basic,141.96,2024-05-14,Active
SUB_02812,Customer 2812,Sharjah,Zone 8,PREPAID,Basic,132.81,2024-08-20,Active
SUB_02813,Customer 2813,Ajman,Zone 2,Postpaid,Unlimited,468.63,2024-01-08,Active
SUB_02814,Customer 2814,Dubai,Zone 4,Prepaid,Standard,58.25,2024-01-28,Active
SUB_02815,Customer 2815,Abu Dhabi,Zone 3,Postpaid,Premium,213.39,2024-11-05,Active
SUB_02816,Customer 2816,Dubai,Zone 6,Postpaid,Unlimited,478.03,2025-04-23,Active
SUB_02817,Customer 2817,Dubai,Zone 3,Prepaid,Standard,85.77,2025-11-24,Active
SUB_02818,Customer 2818,Abu Dhabi,Zone 5,Postpaid,Premium,203.97,2025-07-15,Active
SUB_02819,Customer 2819,Ajman,Zone 1,Prepaid,Basic,108.93,2025-03-14,Suspended
SUB_02820,Customer 2820,Abu Dhabi,Zone 8,Postpaid,Standard,147.87,2025-07-02,Active
SUB_02821,Customer 2821,Dubai,Zone 1,Prepaid,Standard,53.47,2025-01-27,Active
SUB_02822,Customer 2822,Abu Dhabi,Zone 2,Prepaid,Basic,110.91,2024-08-27,Active
SUB_02823,Customer 2823,Fujairah,Zone 3,Prepaid,Standard,129.01,2024-09-14,Active
SUB_02824,Customer 2824,Abu Dhabi,Zone 7,Prepaid,Standard,58.75,2025-04-20,Active
SUB_02825,Customer 2825,Ajman,Zone 5,Prepaid,Basic,65.17,2024-12-24,Active
SUB_02826,Customer 2826,Ajman,Zone 8,Prepaid,Basic,80.0,2024-06-11,Active
SUB_02827,Customer 2827,Sharjah,Zone 3,Prepaid,Standard,120.54,2024-10-13,Active
SUB_02828,Customer 2828,Dubai,Zone 2,Prepaid,Basic,60.19,2024-07-16,Active
SUB_02829,Customer 2829,Dubai,Zone 4,Prepaid,Basic,123.93,2024-04-29,Active
SUB_02830,Customer 2830,Dubai,Zone 4,Prepaid,Standard,71.37,2024-02-06,Active
SUB_02831,Customer 2831,Dubai,Zone 4,Prepaid,Standard,123.82,2025-11-11,Active
SUB_02832,Customer 2832,Dubai,Zone 8,Postpaid,Standard,116.7,2025-03-09,Active
SUB_02833,Customer 2833,Abu Dhabi,Zone 1,Prepaid,Basic,75.23,2025-09-25,Suspended
SUB_02834,Customer 2834,Abu Dhabi,Zone 2,Prepaid,Basic,78.89,2024-01-21,Active
SUB_02835,Customer 2835,Abu Dhabi,Zone 1,Prepaid,Standard,56.55,2024-09-07,Active
SUB_02836,Customer 2836,Dubai,Zone 1,Prepaid,Basic,62.95,2024-08-03,Active
SUB_02837,Customer 2837,Sharjah,Zone 2,Prepaid,Standard,61.24,2024-03-13,Active
SUB_02838,Customer 2838,Dubai,Zone 2,Prepaid,Standard,118.59,2024-04-17,Active
SUB_02839,Customer 2839,Abu Dhabi,Zone 5,Postpaid,Premium,285.57,2025-09-04,Churned
SUB_02840,Customer 2840,Fujairah,Zone 4,Prepaid,Standard,149.99,2024-02-08,Active
SUB_02841,Customer 2841,Abu Dhabi,Zone 4,Postpaid,Premium,326.3,2025-04-06,Active
SUB_02842,Customer 2842,Sharjah,Zone 2,Postpaid,Unlimited,366.27,2025-09-08,Active
SUB_02843,Customer 2843,Abu Dhabi,Zone 5,Prepaid,Basic,136.11,2025-11-23,Active
SUB_02844,Customer 2844,Abu Dhabi,Zone 3,Postpaid,Premium,269.08,2025-12-25,Active
SUB_02845,Customer 2845,Ajman,Zone 2,Prepaid,Standard,107.73,2024-02-23,Active
SUB_02846,Customer 2846,Abu Dhabi,Zone 5,Prepaid,Basic,73.7,2024-09-11,Active
SUB_02847,Customer 2847,Dubai,Zone 2,Prepaid,Basic,147.04,2024-02-19,Active
SUB_02848,Customer 2848,Abu Dhabi,Zone 8,Prepaid,Basic,98.99,2025-02-19,Active
SUB_02849,Customer 2849,Sharjah,Zone 4,Prepaid,Basic,112.23,2025-03-29,Active
SUB_02850,Customer 2850,Ajman,Zone 4,Postpaid,Standard,181.93,2024-08-31,Suspended
SUB_02851,Customer 2851,Sharjah,Zone 3,Prepaid,Basic,136.44,2025-07-10,Active
SUB_02852,Customer 2852,Dubai,Zone 3,Prepaid,Standard,126.14,2024-08-14,Active
SUB_02853,Customer 2853,Ajman,Zone 8,Prepaid,Standard,104.96,2024-03-02,Active
SUB_02854,Customer 2854,Dubai,Zone 8,Prepaid,Basic,102.04,2024-05-27,Suspended
SUB_02855,Customer 2855,Sharjah,Zone 7,Prepaid,Standard,119.75,2025-06-03,Active
SUB_02856,Customer 2856,Ajman,Zone 8,Prepaid,Basic,91.86,2024-10-27,Active
SUB_02857,Customer 2857,Abu Dhabi,Zone 3,Postpaid,Standard,103.48,2024-08-31,Active
SUB_02858,Customer 2858,Abu Dhabi,Zone 8,Postpaid,Standard,175.78,2025-08-16,Active
SUB_02859,Customer 2859,Sharjah,Zone 2,Postpaid,Standard,188.08,2024-11-26,Active
SUB_02860,Customer 2860,Ajman,Zone 7,Prepaid,Standard,89.32,2025-08-18,Active
SUB_02861,Customer 2861,Sharjah,Zone 2,Prepaid,Basic,97.49,2025-09-08,Active
SUB_02862,Customer 2862,Abu Dhabi,Zone 5,Postpaid,Standard,142.81,2025-11-23,Active
SUB_02863,Customer 2863,Sharjah,Zone 4,Postpaid,Premium,291.82,2024-11-28,Active
SUB_02864,Customer 2864,Sharjah,Zone 3,Prepaid,Basic,95.68,2024-09-03,Active
SUB_02865,Customer 2865,Dubai,Zone 3,Postpaid,Standard,198.58,2024-11-09,Active
SUB_02866,Customer 2866,Abu Dhabi,Zone 6,Prepaid,Basic,79.26,2024-05-30,Active
SUB_02867,Customer 2867,Dubai,Zone 6,Postpaid,Premium,298.54,2025-11-11,Active
SUB_02868,Customer 2868,Abu Dhabi,Zone 6,Prepaid,Basic,72.65,2025-06-21,Suspended
SUB_02869,Customer 2869,Fujairah,Zone 1,Prepaid,Basic,106.23,2024-08-18,Suspended
SUB_02870,Customer 2870,Abu Dhabi,Zone 8,Postpaid,Standard,139.2,2025-03-03,Active
SUB_02871,Customer 2871,Abu Dhabi,Zone 7,Postpaid,Standard,125.61,2024-11-07,Suspended
SUB_02872,Customer 2872,Abu Dhabi,Zone 1,PREPAID,Standard,65.72,2024-10-12,Active
SUB_02873,Customer 2873,Abu Dhabi,Zone 7,Postpaid,Standard,164.88,2024-03-07,Active
SUB_02874,Customer 2874,Sharjah,Zone 6,Prepaid,Basic,61.2,2025-07-28,Active
SUB_02875,Customer 2875,Sharjah,Zone 1,Prepaid,Standard,123.24,2025-09-01,Active
SUB_02876,Customer 2876,Sharjah,Zone 4,Pre-paid,Standard,121.3,2024-07-02,Suspended
SUB_02877,Customer 2877,Dubai,Zone 3,Prepaid,Basic,115.02,2025-10-07,Suspended
SUB_02878,Customer 2878,Dubai,Zone 4,Prepaid,Basic,106.07,2025-11-30,Active
SUB_02879,Customer 2879,Dubai,Zone 5,Postpaid,Premium,236.89,2025-03-17,Active
SUB_02880,Customer 2880,Ajman,Zone 7,Postpaid,Premium,341.21,2025-07-27,Suspended
SUB_02881,Customer 2881,Abu Dhabi,Zone 5,Prepaid,Standard,83.92,2025-05-26,Active
SUB_02882,Customer 2882,Dubai,Zone 3,Postpaid,Standard,144.42,2024-02-22,Active
SUB_02883,Customer 2883,Sharjah,Zone 7,Prepaid,Basic,63.88,2024-12-22,Active
SUB_02884,Customer 2884,Dubai,Zone 5,Prepaid,Basic,58.45,2025-10-24,Churned
SUB_02885,Customer 2885,Abu Dhabi,Zone 8,Prepaid,Basic,147.38,2025-11-22,Active
SUB_02886,Customer 2886,Dubai,Zone 8,Prepaid,Basic,53.51,2025-01-29,Active
SUB_02887,Customer 2887,Abu Dhabi,Zone 2,PREPAID,Basic,118.25,2025-06-25,Active
SUB_02888,Customer 2888,Abu Dhabi,Zone 4,Prepaid,Standard,81.41,2024-11-26,Active
SUB_02889,Customer 2889,Sharjah,Zone 1,Prepaid,Basic,63.3,2025-12-18,Active
SUB_02890,Customer 2890,Dubai,Zone 3,Prepaid,Standard,108.8,2025-03-06,Active
SUB_02891,Customer 2891,Abu Dhabi,Zone 2,Prepaid,Standard,88.15,2025-02-26,Active
SUB_02892,Customer 2892,Fujairah,Zone 2,Prepaid,Basic,69.58,2024-06-05,Active
SUB_02893,Customer 2893,Ajman,Zone 2,Prepaid,Basic,145.7,2024-11-07,Active
SUB_02894,Customer 2894,Dubai,Zone 4,Prepaid,Standard,90.82,2025-01-24,Active
SUB_02895,Customer 2895,Abu Dhabi,Zone 5,Postpaid,Premium,205.66,2024-07-11,Active
SUB_02896,Customer 2896,Abu Dhabi,Zone 5,Prepaid,Standard,65.46,2025-07-08,Suspended
SUB_02897,Customer 2897,Dubai,Zone 3,Prepaid,Basic,99.37,2025-05-03,Active
SUB_02898,Customer 2898,Dubai,Zone 5,Prepaid,Basic,67.26,2024-09-07,Active
SUB_02899,Customer 2899,Ajman,Zone 8,Postpaid,Standard,111.17,2024-08-22,Active
SUB_02900,Customer 2900,Dubai,Zone 6,Prepaid,Standard,99.15,2024-11-07,Active
SUB_02901,Customer 2901,Ajman,Zone 7,Prepaid,Basic,70.41,2025-12-29,Suspended
SUB_02902,Customer 2902,Dubai,Zone 8,Prepaid,Standard,55.95,2024-05-31,Active
SUB_02903,Customer 2903,Sharjah,Zone 2,Prepaid,Basic,94.3,2025-04-23,Active
SUB_02904,Customer 2904,Dubai,Zone 2,Prepaid,Standard,138.39,2024-03-04,Active
SUB_02905,Customer 2905,Ajman,Zone 5,Prepaid,Standard,79.31,2025-08-02,Active
SUB_02906,Customer 2906,Dubai,Zone 6,Prepaid,Standard,137.01,2025-03-02,Suspended
SUB_02907,Customer 2907,Abu Dhabi,Zone 5,Prepaid,Basic,72.08,2025-03-06,Active
SUB_02908,Customer 2908,Abu Dhabi,Zone 8,Postpaid,Standard,196.48,2025-07-28,Active
SUB_02909,Customer 2909,Ajman,Zone 8,Postpaid,Premium,333.55,2025-06-30,Active
SUB_02910,Customer 2910,Fujairah,Zone 3,Prepaid,Basic,52.93,2024-05-21,Churned
SUB_02911,Customer 2911,Dubai,Zone 2,Prepaid,Standard,82.45,2025-02-05,Suspended
SUB_02912,Customer 2912,Abu Dhabi,Zone 1,Prepaid,Standard,70.79,2024-09-09,Active
SUB_02913,Customer 2913,Fujairah,Zone 1,Postpaid,Standard,181.99,2024-09-22,Active
SUB_02914,Customer 2914,AD,Zone 8,Prepaid,Standard,100.53,2024-07-31,Active
SUB_02915,Customer 2915,Sharjah,Zone 3,Prepaid,Basic,146.01,2024-12-08,Active
SUB_02916,Customer 2916,Abu Dhabi,Zone 4,Postpaid,Premium,257.28,2025-10-28,Active
SUB_02917,Customer 2917,Abu Dhabi,Zone 4,Prepaid,Basic,106.2,2024-03-25,Active
SUB_02918,Customer 2918,Sharjah,Zone 7,Postpaid,Unlimited,372.76,2025-04-09,Active
SUB_02919,Customer 2919,Sharjah,Zone 6,Postpaid,Standard,190.06,2025-01-18,Active
SUB_02920,Customer 2920,Sharjah,Zone 5,Prepaid,Standard,93.45,2024-04-08,Active
SUB_02921,Customer 2921,Abu Dhabi,Zone 1,Postpaid,Unlimited,415.33,2025-07-06,Active
SUB_02922,Customer 2922,Abu Dhabi,Zone 2,Prepaid,Basic,56.32,2024-07-18,Active
SUB_02923,Customer 2923,Abu Dhabi,Zone 2,Postpaid,Unlimited,402.71,2024-02-26,Active
SUB_02924,Customer 2924,Abu Dhabi,Zone 1,Postpaid,Standard,155.67,2024-10-05,Active
SUB_02925,Customer 2925,Dubai,Zone 1,Postpaid,Standard,114.36,2025-01-25,Active
SUB_02926,Customer 2926,Sharjah,Zone 2,Postpaid,Standard,159.53,2025-11-24,Active
SUB_02927,Customer 2927,Abu Dhabi,Zone 4,Postpaid,Premium,243.16,2025-09-15,Active
SUB_02928,Customer 2928,Abu Dhabi,Zone 7,Postpaid,Standard,154.22,2025-09-13,Active
SUB_02929,Customer 2929,Sharjah,Zone 7,Prepaid,Standard,127.83,2024-02-14,Active
SUB_02930,Customer 2930,Sharjah,Zone 2,Prepaid,Basic,149.82,2024-03-19,Active
SUB_02931,Customer 2931,Ajman,Zone 4,Postpaid,Standard,131.66,2024-07-15,Churned
SUB_02932,Customer 2932,Sharjah,Zone 7,Prepaid,Basic,100.67,2025-08-28,Active
SUB_02933,Customer 2933,Ajman,Zone 6,Postpaid,Standard,115.9,2025-11-22,Active
SUB_02934,Customer 2934,Dubai,Zone 5,Prepaid,Basic,97.69,2025-07-30,Active
SUB_02935,Customer 2935,Abu Dhabi,Zone 8,Prepaid,Standard,91.14,2024-08-14,Active
SUB_02936,Customer 2936,Abu Dhabi,Zone 7,Prepaid,Basic,128.53,2025-05-09,Active
SUB_02937,Customer 2937,Abu Dhabi,Zone 6,Postpaid,Standard,118.63,2024-08-05,Suspended
SUB_02938,Customer 2938,Sharjah,Zone 7,Prepaid,Basic,56.72,2024-12-10,Active
SUB_02939,Customer 2939,Dubai,Zone 6,Postpaid,Standard,116.14,2024-11-10,Active
SUB_02940,Customer 2940,Sharjah,Zone 3,Prepaid,Standard,93.96,2024-01-20,Active
SUB_02941,Customer 2941,Dubai,Zone 5,Prepaid,Basic,132.37,2024-08-08,Active
SUB_02942,Customer 2942,Sharjah,Zone 8,Prepaid,Standard,65.75,2024-07-17,Suspended
SUB_02943,Customer 2943,Ajman,Zone 4,Postpaid,Unlimited,452.91,2024-05-04,Active
SUB_02944,Customer 2944,Dubai,Zone 2,Postpaid,Premium,283.91,2025-05-09,Active
SUB_02945,Customer 2945,Ajman,Zone 1,Postpaid,Unlimited,466.23,2024-09-09,Active
SUB_02946,Customer 2946,Dubai,Zone 6,Postpaid,Premium,315.52,2025-12-17,Active
SUB_02947,Customer 2947,Fujairah,Zone 1,Prepaid,Standard,76.35,2025-09-14,Active
SUB_02948,Customer 2948,AD,Zone 1,Postpaid,Standard,149.77,2025-12-25,Active
SUB_02949,Customer 2949,Dubai,Zone 7,Postpaid,Standard,150.49,2024-08-01,Churned
SUB_02950,Customer 2950,Sharjah,Zone 8,Prepaid,Basic,101.7,2025-02-14,Active
SUB_02951,Customer 2951,Ajman,Zone 2,Prepaid,Basic,143.81,2024-09-06,Active
SUB_02952,Customer 2952,Fujairah,Zone 4,Postpaid,Standard,171.45,2025-07-23,Active
SUB_02953,Customer 2953,Dubai,Zone 2,Postpaid,Unlimited,494.29,2024-11-29,Suspended
SUB_02954,Customer 2954,Dubai,Zone 1,Prepaid,Standard,94.02,2024-10-20,Active
SUB_02955,Customer 2955,Sharjah,Zone 5,Prepaid,Standard,88.99,2025-01-28,Active
SUB_02956,Customer 2956,Sharjah,Zone 2,Prepaid,Standard,123.66,2025-04-26,Active
SUB_02957,Customer 2957,Dubai,Zone 3,Prepaid,Standard,118.85,2025-07-04,Active
SUB_02958,Customer 2958,Abu Dhabi,Zone 2,Postpaid,Unlimited,437.03,2025-10-30,Active
SUB_02959,Customer 2959,Dubai,Zone 6,Prepaid,Standard,143.22,2025-01-06,Active
SUB_02960,Customer 2960,Sharjah,Zone 2,Prepaid,Standard,67.66,2024-11-15,Active
SUB_02961,Customer 2961,Dubai,Zone 4,Postpaid,Premium,287.96,2024-09-28,Active
SUB_02962,Customer 2962,Sharjah,Zone 2,Postpaid,Standard,101.73,2025-01-07,Active
SUB_02963,Customer 2963,Dubai,Zone 5,Postpaid,Standard,190.34,2025-06-13,Active
SUB_02964,Customer 2964,Dubai,Zone 8,Prepaid,Standard,91.55,2025-05-28,Active
SUB_02965,Customer 2965,Abu Dhabi,Zone 7,Prepaid,Standard,72.27,2025-04-26,Active
SUB_02966,Customer 2966,Sharjah,Zone 2,Prepaid,Standard,141.45,2024-04-14,Active
SUB_02967,Customer 2967,Dubai,Zone 6,Postpaid,Standard,104.11,2025-04-29,Active
SUB_02968,Customer 2968,Dubai,Zone 4,Postpaid,Unlimited,493.82,2024-11-27,Active
SUB_02969,Customer 2969,Ajman,Zone 7,Postpaid,Premium,329.61,2024-07-31,Active
SUB_02970,Customer 2970,Dubai,Zone 3,Postpaid,Premium,339.14,2025-01-18,Active
SUB_02971,Customer 2971,Fujairah,Zone 8,Postpaid,Premium,255.46,2024-11-20,Active
SUB_02972,Customer 2972,Dubai,Zone 7,Postpaid,Premium,251.75,2025-03-03,Active
SUB_02973,Customer 2973,Abu Dhabi,Zone 4,Prepaid,Basic,91.76,2024-02-20,Active
SUB_02974,Customer 2974,Abu Dhabi,Zone 3,Postpaid,Premium,347.45,2025-08-03,Active
SUB_02975,Customer 2975,Abu Dhabi,Zone 2,Prepaid,Standard,132.51,2024-08-18,Active
SUB_02976,Customer 2976,Abu Dhabi,Zone 2,Prepaid,Basic,115.45,2024-06-02,Active
SUB_02977,Customer 2977,Abu Dhabi,Zone 4,Prepaid,Basic,87.85,2024-01-21,Suspended
SUB_02978,Customer 2978,Dubai,Zone 5,Prepaid,Basic,98.17,2024-09-28,Active
SUB_02979,Customer 2979,Ajman,Zone 2,Prepaid,Basic,63.33,2025-07-24,Active
SUB_02980,Customer 2980,Sharjah,Zone 4,Prepaid,Standard,84.52,2025-08-25,Active
SUB_02981,Customer 2981,Dubai,Zone 7,Postpaid,Premium,224.36,2025-08-20,Active
SUB_02982,Customer 2982,Fujairah,Zone 6,Postpaid,Standard,195.1,2025-03-07,Active
SUB_02983,Customer 2983,Sharjah,Zone 5,Prepaid,Basic,136.81,2024-11-02,Active
SUB_02984,Customer 2984,Abu Dhabi,Zone 6,Prepaid,Standard,82.24,2024-06-09,Active
SUB_02985,Customer 2985,Sharjah,Zone 3,Prepaid,Standard,115.04,2024-07-23,Churned
SUB_02986,Customer 2986,Sharjah,Zone 8,Prepaid,Standard,75.78,2024-12-07,Active
SUB_02987,Customer 2987,Sharjah,Zone 7,Postpaid,Standard,106.4,2024-08-27,Active
SUB_02988,Customer 2988,Sharjah,Zone 1,Prepaid,Standard,130.59,2025-01-27,Active
SUB_02989,Customer 2989,Dubai,Zone 3,Postpaid,Premium,338.8,2025-08-10,Active
SUB_02990,Customer 2990,Dubai,Zone 7,Prepaid,Basic,119.26,2024-09-12,Active
SUB_02991,Customer 2991,Ajman,Zone 4,Prepaid,Basic,84.61,2025-05-30,Active
SUB_02992,Customer 2992,Abu Dhabi,Zone 7,Prepaid,Standard,57.48,2025-07-21,Churned
SUB_02993,Customer 2993,Sharjah,Zone 8,Prepaid,Basic,64.97,2025-11-05,Active
SUB_02994,Customer 2994,Abu Dhabi,Zone 4,Postpaid,Standard,106.85,2025-12-06,Active
SUB_02995,Customer 2995,Dubai,Zone 3,Postpaid,Premium,260.05,2024-12-15,Active
SUB_02996,Customer 2996,Sharjah,Zone 6,Postpaid,Standard,108.22,2024-09-24,Active
SUB_02997,Customer 2997,Abu Dhabi,Zone 2,Postpaid,Standard,172.45,2025-05-19,Active
SUB_02998,Customer 2998,Dubai,Zone 2,Postpaid,Unlimited,426.56,2025-10-23,Churned
SUB_02999,Customer 2999,Dubai,Zone 5,Postpaid,Unlimited,396.61,2025-05-21,Active
SUB_03000,Customer 3000,Fujairah,Zone 4,Prepaid,Basic,79.61,2025-04-20,Suspended
SUB_03001,Customer 3001,Dubai,Zone 3,Postpaid,Premium,209.43,2024-06-25,Suspended
SUB_03002,Customer 3002,Abu Dhabi,Zone 3,Prepaid,Basic,61.65,2024-12-30,Suspended
SUB_03003,Customer 3003,Abu Dhabi,Zone 2,Prepaid,Basic,112.29,2024-06-26,Active
SUB_03004,Customer 3004,Abu Dhabi,Zone 8,Postpaid,Standard,117.77,2024-05-27,Active
SUB_03005,Customer 3005,Sharjah,Zone 7,Prepaid,Standard,102.22,2025-07-17,Active
SUB_03006,Customer 3006,Ajman,Zone 8,Postpaid,Premium,294.68,2025-05-19,Active
SUB_03007,Customer 3007,Dubai,Zone 1,Prepaid,Basic,147.37,2024-07-11,Active
SUB_03008,Customer 3008,Abu Dhabi,Zone 4,Prepaid,Basic,125.86,2025-07-13,Active
SUB_03009,Customer 3009,Sharjah,Zone 6,Prepaid,Standard,102.74,2025-10-23,Active
SUB_03010,Customer 3010,Abu Dhabi,Zone 7,Prepaid,Basic,146.37,2024-03-05,Suspended
SUB_03011,Customer 3011,Dubai,Zone 8,Prepaid,Basic,101.12,2025-06-24,Active
SUB_03012,Customer 3012,Ajman,Zone 4,Postpaid,Premium,335.44,2024-02-08,Suspended
SUB_03013,Customer 3013,Abu Dhabi,Zone 8,Prepaid,Basic,149.68,2024-03-21,Active
SUB_03014,Customer 3014,Fujairah,Zone 2,Postpaid,Standard,198.18,2025-11-19,Active
SUB_03015,Customer 3015,Ajman,Zone 1,Prepaid,Basic,132.92,2024-02-23,Active
SUB_03016,Customer 3016,Dubai,Zone 1,Prepaid,Standard,66.29,2024-01-11,Active
SUB_03017,Customer 3017,Dubai,Zone 1,Postpaid,Unlimited,497.35,2025-03-02,Active
SUB_03018,Customer 3018,Abu Dhabi,Zone 3,Prepaid,Basic,112.69,2024-05-24,Active
SUB_03019,Customer 3019,Sharjah,Zone 7,Prepaid,Basic,73.29,2025-10-11,Active
SUB_03020,Customer 3020,Dubai,Zone 1,Postpaid,Unlimited,380.18,2024-08-28,Active
SUB_03021,Customer 3021,Dubai,Zone 1,Prepaid,Standard,75.72,2024-03-14,Active
SUB_03022,Customer 3022,Dubai,Zone 4,Prepaid,Basic,145.04,2025-12-29,Active
SUB_03023,Customer 3023,Sharjah,Zone 3,Prepaid,Basic,109.77,2024-06-07,Active
SUB_03024,Customer 3024,Abu Dhabi,Zone 6,Prepaid,Basic,64.55,2024-01-14,Active
SUB_03025,Customer 3025,Abu Dhabi,Zone 3,Postpaid,Premium,318.33,2024-08-15,Active
SUB_03026,Customer 3026,Sharjah,Zone 6,Postpaid,Premium,243.49,2025-06-05,Active
SUB_03027,Customer 3027,Abu Dhabi,Zone 1,Prepaid,Standard,71.57,2025-04-15,Active
SUB_03028,Customer 3028,Dubai,Zone 1,Prepaid,Basic,89.55,2025-01-21,Suspended
SUB_03029,Customer 3029,Ajman,Zone 2,Prepaid,Standard,95.24,2024-03-06,Active
SUB_03030,Customer 3030,Dubai,Zone 3,Prepaid,Standard,114.33,2025-09-28,Active
SUB_03031,Customer 3031,Dubai,Zone 3,Prepaid,Standard,96.83,2025-10-19,Active
SUB_03032,Customer 3032,Abu Dhabi,Zone 2,Postpaid,Premium,292.16,2025-11-17,Active
SUB_03033,Customer 3033,Abu Dhabi,Zone 2,Postpaid,Standard,182.96,2025-09-27,Active
SUB_03034,Customer 3034,Fujairah,Zone 7,Postpaid,Standard,124.38,2025-05-13,Active
SUB_03035,Customer 3035,Abu Dhabi,Zone 7,Prepaid,Standard,107.69,2025-11-10,Active
SUB_03036,Customer 3036,Dubai,Zone 3,Postpaid,Premium,302.48,2025-05-18,Active
SUB_03037,Customer 3037,Sharjah,Zone 1,Prepaid,Basic,97.54,2024-01-21,Active
SUB_03038,Customer 3038,Dubai,Zone 3,Prepaid,Standard,147.36,2024-01-11,Active
