ticket_id,subscriber_id,ticket_date,ticket_channel,ticket_category,priority,status,resolution_date,sla_target_hours,assigned_team,zone,city
TKT_003211,SUB_02713,2025-09-15,Call Center,Network Issue,Medium,In Progress,,48,Tier 2,Zone 8,Sharjah
TKT_003212,SUB_04341,2025-10-01,App,Technical Support,Medium,Resolved,2025-10-01,48,Field Ops,Zone 8,Abu Dhabi
TKT_003213,SUB_03155,2025-12-29,Call Center,Billing Query,Medium,Resolved,2025-12-29,24,Tier 2,Zone 1,Sharjah
TKT_003214,SUB_03636,2025-12-18,Call Center,Complaint,Low,Resolved,2025-12-22,72,Tier 1,Zone 1,Sharjah
TKT_003215,SUB_04133,2025-11-06,App,Plan Change,High,In Progress,,24,Tier 1,Zone 2,Dubai
TKT_003216,SUB_03766,2025-09-29,Call Center,Network Issue,Medium,Open,,72,Tier 3,Zone 6,Dubai
TKT_003217,SUB_04059,2025-10-04,Retail Store,Plan Change,Low,Resolved,2025-10-06,24,Tier 2,Zone 7,Dubai
TKT_003218,SUB_01952,2025-11-28,Call Center,Network Issue,Medium,In Progress,,24,Tier 3,Zone 2,Dubai
TKT_003219,SUB_03323,2025-10-07,Online Chat,Technical Support,Low,Resolved,2025-10-11,48,Tier 2,Zone 5,Abu Dhabi
TKT_003220,SUB_04672,2025-11-24,Call Center,Technical Support,Medium,In Progress,,48,Field Ops,Zone 3,Dubai
TKT_003221,SUB_02486,2025-10-12,App,Billing Query,Medium,In Progress,,48,Tier 1,Zone 5,Dubai
TKT_003222,SUB_00834,2025-10-06,App,Billing Query,Medium,Resolved,2025-10-11,24,Tier 2,Zone 5,Abu Dhabi
TKT_003223,SUB_03218,2025-10-14,Call Center,Network Issue,Medium,Resolved,2025-10-17,48,Tier 1,Zone 6,Sharjah
TKT_003224,SUB_03600,2025-09-28,Call Center,Billing Query,Medium,In Progress,,48,Tier 1,Zone 5,Abu Dhabi
TKT_003225,SUB_02608,2025-09-20,Call Center,Plan Change,Medium,Resolved,2025-09-23,48,Tier 3,Zone 7,Abu Dhabi
TKT_003226,SUB_02424,2025-09-28,App,Technical Support,Low,Resolved,2025-09-28,24,Tier 2,Zone 3,Dubai
TKT_003227,SUB_03721,2025-10-31,Call Center,Billing Query,Low,Resolved,2025-11-04,72,Tier 1,Zone 2,Abu Dhabi
TKT_003228,SUB_04917,2025-09-27,App,Network Issue,Critical,In Progress,,48,Tier 1,Zone 5,Dubai
TKT_003229,SUB_00403,2025-12-29,App,Billing Query,High,Resolved,2026-01-01,48,Tier 3,Zone 4,Sharjah
TKT_003230,SUB_02435,2025-10-17,Call Center,Billing Query,Medium,Resolved,2025-10-21,72,Tier 1,Zone 3,Dubai
TKT_003231,SUB_01617,2025-12-14,App,Network Issue,Low,Resolved,2025-12-15,48,Tier 1,Zone 8,Dubai
TKT_003232,SUB_01558,2025-09-29,Online Chat,Billing Query,Medium,Open,,72,Tier 2,Zone 3,Sharjah
TKT_003233,SUB_04875,2025-11-10,Call Center,Plan Change,Critical,Resolved,2025-11-14,48,Tier 2,Zone 8,Abu Dhabi
TKT_003234,SUB_03100,2025-09-09,Call Center,Technical Support,Medium,In Progress,,48,Field Ops,Zone 5,Sharjah
TKT_003235,SUB_02972,2025-09-20,Call Center,Network Issue,Critical,Escalated,,24,Tier 2,Zone 7,Dubai
TKT_003236,SUB_00507,2025-12-15,App,Plan Change,Medium,Resolved,2025-12-19,24,Field Ops,Zone 3,Sharjah
TKT_003237,SUB_01891,2025-11-16,Online Chat,Network Issue,Low,resolved,2025-11-17,72,Tier 2,Zone 1,Sharjah
TKT_003238,SUB_01805,2025-09-23,Call Center,Billing Query,Critical,In Progress,,48,Tier 2,Zone 5,AbuDhabi
TKT_003239,SUB_01380,2025-11-04,App,Plan Change,High,Resolved,2025-11-04,72,Tier 3,Zone 5,Abu Dhabi
TKT_003240,SUB_04046,2025-12-05,Call Center,Complaint,Medium,Escalated,,72,Tier 1,Zone 5,Abu Dhabi
TKT_003241,SUB_04752,2025-09-14,Call Center,Network Issue,Medium,Resolved,2025-09-17,72,Tier 1,Zone 3,Dubai
TKT_003242,SUB_01287,2025-12-05,App,Billing Query,Low,Resolved,2025-12-05,48,Tier 3,Zone 2,Dubai
TKT_003243,SUB_02721,2025-12-14,Call Center,Network Issue,Medium,In Progress,,24,Tier 1,Zone 8,Abu Dhabi
TKT_003244,SUB_03111,2025-10-17,Online Chat,Billing Query,Low,Resolved,2025-10-20,48,Tier 1,Zone 3,Sharjah
TKT_003245,SUB_02928,2025-10-20,Call Center,Network Issue,High,Resolved,2025-10-23,24,Tier 3,Zone 7,Abu Dhabi
TKT_003246,SUB_02985,2025-10-11,Call Center,Complaint,Critical,Resolved,2025-10-12,48,Tier 2,Zone 3,Sharjah
TKT_003247,SUB_01119,2025-12-01,Retail Store,Technical Support,Medium,In Progress,,24,Tier 1,Zone 7,Ajman
TKT_003248,SUB_00010,2025-12-16,Call Center,Technical Support,Medium,In Progress,,24,Tier 3,Zone 2,Dubai
TKT_003249,SUB_01780,2025-11-21,Retail Store,Network Issue,Critical,Resolved,2025-11-21,48,Tier 2,Zone 1,Dubai
TKT_003250,SUB_01684,2025-10-11,Call Center,Network Issue,High,Resolved,2025-10-11,48,Tier 1,Zone 3,Abu Dhabi
TKT_003251,SUB_03765,2025-10-01,App,Technical Support,Medium,Open,,24,Tier 2,Zone 8,Abu Dhabi
TKT_003252,SUB_02298,2025-12-05,App,Network Issue,Medium,Resolved,2025-12-07,24,Tier 1,Zone 5,Dubai
TKT_003253,SUB_02874,2025-11-18,App,Billing Query,Medium,Resolved,2025-11-20,48,Tier 2,Zone 6,Sharjah
TKT_003254,SUB_04761,2025-10-05,Online Chat,Network Issue,Low,Resolved,2025-10-07,24,Tier 1,Zone 6,Abu Dhabi
TKT_003255,SUB_00229,2025-10-16,Call Center,Network Issue,Low,In Progress,,48,Tier 1,Zone 4,Sharjah
TKT_003256,SUB_03485,2025-09-24,App,Network Issue,Low,Resolved,2025-09-26,48,Tier 3,Zone 6,Abu Dhabi
TKT_003257,SUB_03665,2025-11-25,Call Center,Network Issue,Medium,Resolved,2025-11-25,48,Tier 1,Zone 6,Dubai
TKT_003258,SUB_02808,2025-10-19,Call Center,Technical Support,High,Open,,48,Tier 1,Zone 6,Ajman
TKT_003259,SUB_00693,2025-10-05,App,Network Issue,Medium,Resolved,2025-10-08,48,Field Ops,Zone 7,Abu Dhabi
TKT_003260,SUB_01648,2025-10-05,Call Center,Network Issue,Critical,Resolved,2025-10-09,24,Tier 1,Zone 3,Dubai
TKT_003261,SUB_02423,2025-10-17,Call Center,Plan Change,High,Resolved,2025-10-18,24,Tier 3,Zone 1,Dubai
TKT_003262,SUB_03166,2026-01-04,Retail Store,Complaint,Low,In Progress,,48,Tier 2,Zone 4,Ajman
TKT_003263,SUB_02009,2025-09-14,Retail Store,Network Issue,Low,In Progress,,48,Tier 2,Zone 1,Abu Dhabi
TKT_003264,SUB_04940,2025-10-04,Online Chat,Complaint,High,Escalated,,48,Tier 1,Zone 4,Sharjah
TKT_003265,SUB_00508,2025-10-04,Call Center,Network Issue,Medium,Open,,24,Field Ops,Zone 8,Abu Dhabi
TKT_003266,SUB_01562,2025-10-10,Retail Store,Billing Query,Medium,Resolved,2025-10-13,24,Tier 2,Zone 2,Dubai
TKT_003267,SUB_04352,2025-11-20,App,Technical Support,Low,Resolved,2025-11-22,24,Tier 1,Zone 5,Dubai
TKT_003268,SUB_02212,2025-12-16,Call Center,Plan Change,Medium,Resolved,2025-12-18,48,Tier 1,Zone 7,Abu Dhabi
TKT_003269,SUB_01378,2026-01-02,Call Center,Network Issue,Medium,In Progress,,72,Tier 3,Zone 8,Dubai
TKT_003270,SUB_03818,2025-09-09,Call Center,Network Issue,Critical,Resolved,2025-09-12,72,Tier 2,Zone 5,Abu Dhabi
TKT_003271,SUB_02586,2025-11-15,Online Chat,Network Issue,High,Resolved,2025-11-17,48,Tier 2,Zone 3,Abu Dhabi
TKT_003272,SUB_03416,2025-10-24,App,Complaint,Medium,Resolved,,24,Tier 2,Zone 3,Dubai
TKT_003273,SUB_04936,2025-10-26,App,Network Issue,Medium,Resolved,2025-10-29,24,Tier 1,Zone 8,Sharjah
TKT_003274,SUB_00605,2025-09-29,App,Complaint,Low,Resolved,2025-09-30,48,Tier 1,Zone 2,Sharjah
TKT_003275,SUB_04483,2025-10-21,App,Network Issue,Low,Resolved,2025-10-23,48,Tier 1,Zone 5,Dubai
TKT_003276,SUB_02643,2026-01-04,Call Center,Billing Query,High,Open,,24,Tier 1,Zone 8,Fujairah
TKT_003277,SUB_03526,2025-09-15,App,Technical Support,High,Resolved,2025-09-17,48,Tier 1,Zone 1,Dubai
TKT_003278,SUB_00392,2025-09-08,App,Technical Support,Medium,Resolved,2025-09-08,48,Tier 1,Zone 8,Abu Dhabi
TKT_003279,SUB_02479,2025-09-20,App,Network Issue,Medium,Resolved,2025-09-21,24,Tier 3,Zone 6,Fujairah
TKT_003280,SUB_01488,2025-11-16,Call Center,Network Issue,Low,Resolved,2025-11-20,48,Tier 2,Zone 7,Dubai
TKT_003281,SUB_03285,2025-12-02,App,Billing Query,Medium,In Progress,,48,Tier 2,Zone 8,Ajman
TKT_003282,SUB_00563,2025-12-23,Online Chat,Billing Query,Medium,Resolved,2025-12-24,48,Tier 2,Zone 4,Fujairah
TKT_003283,SUB_02979,2025-11-23,Call Center,Billing Query,Medium,Resolved,2025-11-23,24,Field Ops,Zone 2,Ajman
TKT_003284,SUB_00532,2025-10-11,Online Chat,Plan Change,Low,Resolved,2025-10-15,72,Tier 3,Zone 8,Sharjah
TKT_003285,SUB_00823,2025-10-17,App,Billing Query,Low,In Progress,,48,Tier 2,Zone 1,Abu Dhabi
TKT_003286,SUB_02335,2025-12-28,Retail Store,Billing Query,Medium,Escalated,,48,Tier 1,Zone 3,Abu Dhabi
TKT_003287,SUB_02796,2025-12-13,Call Center,Complaint,Medium,Open,,72,Tier 1,Zone 5,Dubai
TKT_003288,SUB_00943,2025-11-22,App,Network Issue,Medium,Resolved,2025-11-25,48,Tier 1,Zone 5,Sharjah
TKT_003289,SUB_02185,2025-11-23,Call Center,Billing Query,Low,Open,,24,Tier 1,Zone 2,Ajman
TKT_003290,SUB_04110,2025-09-26,App,Technical Support,Medium,In Progress,,72,Tier 2,Zone 2,Dubai
TKT_003291,SUB_02702,2025-12-09,Call Center,Network Issue,High,Resolved,2025-12-11,48,Tier 1,Zone 5,Abu Dhabi
TKT_003292,SUB_01908,2025-11-10,App,Billing Query,Critical,Resolved,2025-11-13,48,Tier 2,Zone 2,Abu Dhabi
TKT_003293,SUB_03385,2025-10-08,App,Network Issue,High,In Progress,,72,Tier 1,Zone 2,Abu Dhabi
TKT_003294,SUB_01833,2025-12-02,Call Center,Plan Change,High,In Progress,,48,Tier 2,Zone 3,Dubai
TKT_003295,SUB_03142,2025-11-30,Online Chat,Complaint,Medium,Escalated,,48,Tier 1,Zone 4,Abu Dhabi
TKT_003296,SUB_04475,2025-12-27,Call Center,Complaint,Low,Resolved,2025-12-31,48,Tier 2,Zone 7,Abu Dhabi
TKT_003297,SUB_02866,2025-12-01,Retail Store,Network Issue,Medium,Resolved,2025-12-03,24,Tier 3,Zone 6,Abu Dhabi
TKT_003298,SUB_02510,2025-10-03,Call Center,Network Issue,Medium,Resolved,2025-10-03,48,Tier 3,Zone 5,Abu Dhabi
TKT_003299,SUB_02250,2025-12-13,App,Technical Support,High,In Progress,,48,Tier 2,Zone 5,Fujairah
TKT_003300,SUB_03183,2025-10-28,App,Network Issue,High,Open,,24,Tier 1,Zone 2,Dubai
TKT_003301,SUB_00343,2025-12-24,Online Chat,Billing Query,Medium,Resolved,2025-12-24,48,Tier 3,Zone 7,Ajman
TKT_003302,SUB_03818,2025-09-28,Call Center,Technical Support,Medium,Resolved,2025-10-02,48,Tier 3,Zone 5,Abu Dhabi
TKT_003303,SUB_03853,2025-11-29,Online Chat,Network Issue,Low,Resolved,2025-11-30,48,Tier 3,Zone 3,Abu Dhabi
TKT_003304,SUB_03067,2025-12-13,App,Plan Change,Medium,Resolved,2025-12-17,48,Tier 1,Zone 8,Abu Dhabi
TKT_003305,SUB_02456,2025-12-26,Call Center,Billing Query,High,Resolved,2025-12-30,48,Tier 3,Zone 8,Dubai
TKT_003306,SUB_04289,2025-12-25,Call Center,Network Issue,High,Resolved,2025-12-28,48,Tier 2,Zone 5,Abu Dhabi
TKT_003307,SUB_03855,2025-10-10,App,Billing Query,Low,Escalated,,24,Tier 2,Zone 7,Sharjah
TKT_003308,SUB_02082,2025-11-13,Call Center,Network Issue,High,Resolved,2025-11-15,24,Tier 2,Zone 7,Sharjah
TKT_003309,SUB_01945,2025-10-12,Retail Store,Complaint,Medium,Resolved,2025-10-12,48,Tier 1,Zone 6,Fujairah
TKT_003310,SUB_03163,2025-12-20,Call Center,Technical Support,Medium,Resolved,2025-12-20,48,Tier 2,Zone 5,Ajman
TKT_003311,SUB_04901,2025-09-15,App,Plan Change,High,In Progress,,48,Tier 1,Zone 2,Dubai
TKT_003312,SUB_00887,2025-10-29,Retail Store,Network Issue,High,Resolved,2025-11-01,24,Field Ops,Zone 2,Dubai
TKT_003313,SUB_02080,2025-11-08,App,Technical Support,Low,In Progress,,48,Field Ops,Zone 8,Abu Dhabi
TKT_003314,SUB_03876,2025-11-20,Retail Store,Technical Support,Medium,In Progress,,72,Tier 1,Zone 2,Abu Dhabi
TKT_003315,SUB_01425,2025-12-05,App,Network Issue,Low,In Progress,,48,Tier 1,Zone 6,Dubai
TKT_003316,SUB_02976,2025-12-19,App,Billing Query,Low,In Progress,,48,Tier 2,Zone 2,Abu Dhabi
TKT_003317,SUB_00434,2025-10-27,Online Chat,Complaint,Medium,Resolved,2025-10-28,24,Tier 3,Zone 1,Abu Dhabi
TKT_003318,SUB_02560,2025-09-28,Online Chat,Complaint,Critical,Resolved,2025-10-02,24,Tier 3,Zone 4,Sharjah
TKT_003319,SUB_02942,2025-10-16,App,Plan Change,Medium,In Progress,,72,Tier 1,Zone 8,Sharjah
TKT_003320,SUB_03358,2025-10-02,App,Network Issue,Medium,In Progress,,72,Tier 2,Zone 8,Dubai
TKT_003321,SUB_03310,2025-12-05,Call Center,Network Issue,Low,Resolved,2025-12-06,48,Tier 2,Zone 4,Dubai
TKT_003322,SUB_00483,2025-10-25,App,Billing Query,Low,Escalated,,48,Tier 3,Zone 4,Abu Dhabi
TKT_003323,SUB_02356,2025-10-18,Online Chat,Billing Query,Medium,In Progress,,72,Tier 3,Zone 1,Dubai
TKT_003324,SUB_02594,2025-12-24,App,Network Issue,Medium,Resolved,2025-12-25,48,Tier 1,Zone 2,Ajman
TKT_003325,SUB_03529,2025-12-05,App,Network Issue,Medium,Resolved,2025-12-08,72,Tier 1,Zone 6,Sharjah
TKT_003326,SUB_01528,2025-12-03,App,Technical Support,Medium,Resolved,2025-12-04,48,Field Ops,Zone 5,Sharjah
TKT_003327,SUB_02454,2025-10-14,Call Center,Billing Query,High,Escalated,,72,Tier 1,Zone 1,Sharjah
TKT_003328,SUB_01221,2025-12-18,Online Chat,Plan Change,Low,Open,,72,Tier 2,Zone 1,Dubai
TKT_003329,SUB_02553,2025-10-30,App,Billing Query,Critical,Resolved,2025-11-01,48,Tier 2,Zone 3,Dubai
TKT_003330,SUB_02536,2025-10-16,Call Center,Billing Query,Medium,Resolved,,24,Tier 1,Zone 6,Abu Dhabi
TKT_003331,SUB_04545,2025-12-26,Call Center,Network Issue,Low,Resolved,2025-12-26,72,Tier 2,Zone 8,Ajman
TKT_003332,SUB_00934,2025-10-04,Call Center,Billing Query,Low,Resolved,2025-10-05,48,Tier 2,Zone 2,Sharjah
TKT_003333,SUB_00676,2025-09-29,App,Billing Query,Medium,Resolved,,24,Tier 2,Zone 4,Dubai
TKT_003334,SUB_00128,2025-12-17,Call Center,Complaint,Medium,Resolved,2025-12-19,48,Tier 2,Zone 5,Ajman
TKT_003335,SUB_00669,2025-12-25,App,Billing Query,Low,Open,,24,Tier 3,Zone 8,Abu Dhabi
TKT_003336,SUB_02521,2025-09-29,Online Chat,Plan Change,Low,In Progress,,24,Tier 2,Zone 7,Dubai
TKT_003337,SUB_02898,2025-12-08,Online Chat,Network Issue,High,In Progress,,48,Tier 1,Zone 5,Dubai
TKT_003338,SUB_01677,2025-09-29,Online Chat,Network Issue,High,Resolved,2025-09-29,48,Field Ops,Zone 5,Sharjah
TKT_003339,SUB_04857,2025-09-30,Online Chat,Plan Change,Low,Resolved,2025-10-04,24,Tier 1,Zone 3,Abu Dhabi
TKT_003340,SUB_02682,2025-09-28,App,Technical Support,Critical,In Progress,,48,Tier 1,Zone 6,Ajman
TKT_003341,SUB_03910,2025-10-30,Call Center,Network Issue,Medium,Resolved,2025-10-30,24,Tier 1,Zone 8,Dubai
TKT_003342,SUB_00963,2025-09-19,Call Center,Technical Support,Medium,Resolved,2025-09-19,24,Field Ops,Zone 5,Dubai
TKT_003343,SUB_02428,2025-10-08,App,Technical Support,Medium,Resolved,2025-10-10,48,Tier 1,Zone 6,Abu Dhabi
TKT_003344,SUB_04483,2025-10-11,Call Center,Network Issue,Critical,Resolved,2025-10-14,48,Tier 3,Zone 5,Dubai
TKT_003345,SUB_00321,2025-11-04,App,Network Issue,Low,In Progress,,48,Tier 3,Zone 4,Abu Dhabi
TKT_003346,SUB_02556,2025-10-30,Online Chat,Technical Support,Medium,Resolved,2025-11-03,48,Tier 1,Zone 7,Abu Dhabi
TKT_003347,SUB_03436,2025-11-24,Call Center,Network Issue,High,In Progress,,24,Tier 1,Zone 1,Abu Dhabi
TKT_003348,SUB_01487,2025-11-22,Call Center,Plan Change,High,Resolved,2025-11-25,48,Tier 1,Zone 4,Dubai
TKT_003349,SUB_02817,2025-11-21,Online Chat,Technical Support,Low,Resolved,2025-11-21,48,Tier 2,Zone 3,Dubai
TKT_003350,SUB_01260,2025-09-17,Call Center,Plan Change,Critical,Resolved,2025-09-18,48,Tier 1,Zone 5,Abu Dhabi
TKT_003351,SUB_00535,2025-12-01,Call Center,Technical Support,Low,Resolved,2025-12-03,72,Tier 3,Zone 3,Abu Dhabi
TKT_003352,SUB_04611,2025-10-09,Online Chat,Technical Support,Low,Escalated,,48,Tier 3,Zone 8,Dubai
TKT_003353,SUB_01341,2025-11-03,App,Network Issue,Medium,Resolved,2025-11-06,24,Tier 1,Zone 4,Sharjah
TKT_003354,SUB_02728,2025-10-08,Call Center,Plan Change,Low,Escalated,,72,Tier 2,Zone 7,Abu Dhabi
TKT_003355,SUB_01389,2025-09-29,Online Chat,Billing Query,Critical,In Progress,,48,Tier 1,Zone 7,Sharjah
TKT_003356,SUB_04350,2025-10-10,App,Network Issue,Critical,In Progress,,48,Tier 3,Zone 6,Abu Dhabi
TKT_003357,SUB_04281,2025-10-03,Retail Store,Network Issue,High,Resolved,2025-10-07,48,Tier 2,Zone 8,Ajman
TKT_003358,SUB_04635,2025-10-18,Retail Store,Technical Support,Critical,Resolved,2025-10-18,48,Tier 2,Zone 3,Abu Dhabi
TKT_003359,SUB_03170,2025-12-05,Online Chat,Plan Change,High,Resolved,2025-12-08,24,Tier 1,Zone 7,Sharjah
TKT_003360,SUB_02196,2025-12-06,App,Technical Support,Low,Resolved,2025-12-07,24,Tier 2,Zone 1,Dubai
TKT_003361,SUB_00818,2025-11-30,Call Center,Plan Change,Low,In Progress,,72,Field Ops,Zone 8,Dubai
TKT_003362,SUB_02797,2025-10-12,Call Center,Complaint,Medium,Resolved,2025-10-15,24,Tier 1,Zone 4,Sharjah
TKT_003363,SUB_03833,2025-11-15,Call Center,Plan Change,Medium,Resolved,2025-11-17,48,Tier 2,Zone 5,Dubai
TKT_003364,SUB_03875,2025-09-30,Online Chat,Technical Support,High,In Progress,,24,Field Ops,Zone 6,Dubai
TKT_003365,SUB_00489,2025-11-27,Call Center,Billing Query,Medium,Resolved,2025-11-30,24,Tier 2,Zone 6,Dubai
TKT_003366,SUB_02437,2025-12-14,Online Chat,Network Issue,High,Resolved,2025-12-18,48,Tier 2,Zone 2,Dubai
TKT_003367,SUB_01295,2025-11-05,App,Technical Support,Medium,In Progress,,72,Tier 1,Zone 2,Dubai
TKT_003368,SUB_03162,2025-11-08,Call Center,Plan Change,Medium,Open,,72,Tier 2,Zone 4,Dubai
TKT_003369,SUB_02593,2025-10-01,Call Center,Network Issue,High,Escalated,,24,Tier 3,Zone 4,Dubai
TKT_003370,SUB_03179,2026-01-01,App,Billing Query,Low,In Progress,,24,Tier 1,Zone 7,Dubai
TKT_003371,SUB_00145,2025-12-08,Call Center,Billing Query,Medium,Resolved,2025-12-09,24,Tier 3,Zone 1,Abu Dhabi
TKT_003372,SUB_03306,2025-11-03,Call Center,Billing Query,Medium,Resolved,2025-11-07,24,Tier 2,Zone 3,Sharjah
TKT_003373,SUB_01655,2025-10-14,Call Center,Network Issue,Low,Resolved,2025-10-17,24,Field Ops,Zone 7,Dubai
TKT_003374,SUB_04419,2025-12-12,Call Center,Plan Change,Medium,Resolved,2025-12-12,48,Tier 3,Zone 7,Sharjah
TKT_003375,SUB_04598,2025-11-12,App,Billing Query,Medium,In Progress,,24,Tier 1,Zone 8,Dubai
TKT_003376,SUB_04435,2025-10-23,Call Center,Plan Change,High,Resolved,2025-10-23,72,Tier 2,Zone 1,Ajman
TKT_003377,SUB_00699,2025-10-30,Online Chat,Billing Query,Low,Resolved,2025-10-31,48,Tier 1,Zone 1,Sharjah
TKT_003378,SUB_00767,2025-10-31,Retail Store,Network Issue,Medium,Resolved,2025-10-31,24,Tier 1,Zone 2,Dubai
TKT_003379,SUB_02342,2025-12-21,App,Billing Query,Low,Resolved,2025-12-23,48,Tier 1,Zone 4,Abu Dhabi
TKT_003380,SUB_00327,2025-12-19,Online Chat,Billing Query,High,In Progress,,48,Tier 3,Zone 5,Sharjah
TKT_003381,SUB_00014,2025-11-13,App,Network Issue,Medium,Resolved,2025-11-17,72,Tier 3,Zone 7,Dubai
TKT_003382,SUB_02926,2025-10-07,Online Chat,Network Issue,Low,Resolved,2025-10-10,24,Field Ops,Zone 2,Sharjah
TKT_003383,SUB_01838,2025-09-28,App,Technical Support,Medium,Resolved,2025-10-02,72,Tier 1,Zone 4,Dubai
TKT_003384,SUB_03342,2025-09-13,Call Center,Network Issue,High,Resolved,2025-09-14,48,Tier 3,Zone 7,Ajman
TKT_003385,SUB_03034,2025-12-25,App,Plan Change,High,Resolved,2025-12-26,24,Tier 1,Zone 7,Fujairah
TKT_003386,SUB_03564,2025-09-30,Call Center,Network Issue,Medium,resolved,2025-09-30,48,Tier 2,Zone 5,Abu Dhabi
TKT_003387,SUB_02075,2025-11-01,Call Center,Complaint,Medium,Resolved,2025-11-02,48,Tier 3,Zone 7,Abu Dhabi
TKT_003388,SUB_04579,2025-12-30,App,Technical Support,Low,Resolved,2026-01-03,48,Tier 1,Zone 2,Sharjah
TKT_003389,SUB_00008,2025-12-29,Retail Store,Technical Support,Critical,Resolved,2026-01-01,48,Tier 1,Zone 4,Dubai
TKT_003390,SUB_00551,2025-11-03,Call Center,Network Issue,Low,Resolved,2025-11-05,72,Tier 1,Zone 4,Abu Dhabi
TKT_003391,SUB_01905,2025-12-31,Online Chat,Plan Change,Low,Resolved,2026-01-02,48,Tier 2,Zone 3,Sharjah
TKT_003392,SUB_01089,2025-12-28,App,Technical Support,Low,Resolved,2025-12-28,48,Tier 3,Zone 2,Dubai
TKT_003393,SUB_00413,2025-11-06,Online Chat,Plan Change,Low,Resolved,2025-11-09,48,Tier 2,Zone 5,Abu Dhabi
TKT_003394,SUB_03643,2025-12-08,App,Network Issue,High,Resolved,2025-12-13,48,Tier 2,Zone 2,Dubai
TKT_003395,SUB_00055,2025-11-01,Call Center,Network Issue,Medium,In Progress,,48,Tier 2,Zone 5,Dubai
TKT_003396,SUB_04831,2025-12-29,App,Billing Query,High,Resolved,2025-12-30,48,Tier 2,Zone 8,Sharjah
TKT_003397,SUB_00046,2025-12-15,App,Technical Support,Medium,In Progress,,72,Tier 2,Zone 4,Abu Dhabi
TKT_003398,SUB_00984,2025-11-14,App,Billing Query,Medium,Resolved,2025-11-16,48,Tier 1,Zone 4,Dubai
TKT_003399,SUB_03983,2025-10-02,App,Billing Query,Low,Resolved,2025-10-06,24,Tier 2,Zone 2,Dubai
TKT_003400,SUB_01659,2025-12-20,Call Center,Technical Support,Low,Resolved,2025-12-21,72,Tier 1,Zone 2,Ajman
TKT_003401,SUB_03629,2025-10-15,App,Billing Query,Medium,Resolved,2025-10-18,48,Tier 1,Zone 1,Dubai
TKT_003402,SUB_02329,2025-09-28,Call Center,Plan Change,Medium,Open,,48,Tier 2,Zone 7,Sharjah
TKT_003403,SUB_01163,2025-11-22,Online Chat,Billing Query,Medium,Resolved,2025-11-22,48,Tier 3,Zone 3,Abu Dhabi
TKT_003404,SUB_01625,2025-12-07,App,Billing Query,Low,In Progress,,48,Tier 2,Zone 7,Dubai
TKT_003405,SUB_02462,2025-10-05,Call Center,Network Issue,High,Escalated,,24,Tier 1,Zone 3,Ajman
TKT_003406,SUB_02670,2026-01-03,Retail Store,Billing Query,Critical,Resolved,,72,Field Ops,Zone 3,Abu Dhabi
TKT_003407,SUB_02869,2025-11-24,Call Center,Billing Query,High,Resolved,2025-11-28,24,Tier 1,Zone 1,Fujairah
TKT_003408,SUB_00356,2025-10-15,Call Center,Complaint,Low,Resolved,2025-10-15,24,Tier 2,Zone 7,Sharjah
TKT_003409,SUB_02852,2025-11-18,Online Chat,Technical Support,Medium,Resolved,2025-11-21,72,Tier 1,Zone 3,Dubai
TKT_003410,SUB_00344,2025-10-11,Call Center,Network Issue,Medium,In Progress,,24,Tier 2,Zone 4,Sharjah
TKT_003411,SUB_00723,2025-09-26,Online Chat,Technical Support,Low,In Progress,,24,Tier 3,Zone 3,Abu Dhabi
TKT_003412,SUB_03783,2025-11-17,Retail Store,Technical Support,Medium,Resolved,,48,Tier 1,Zone 3,Ajman
TKT_003413,SUB_04203,2025-11-09,Call Center,Billing Query,Critical,Resolved,2025-11-09,48,Tier 3,Zone 3,Dubai
TKT_003414,SUB_04818,2025-09-27,Call Center,Billing Query,High,In Progress,,72,Tier 3,Zone 5,Ajman
TKT_003415,SUB_00734,2025-12-04,Retail Store,Plan Change,High,Resolved,2025-12-06,24,Tier 2,Zone 5,Fujairah
TKT_003416,SUB_02401,2025-11-10,Online Chat,Plan Change,Medium,Resolved,2025-11-12,72,Tier 1,Zone 1,Dubai
TKT_003417,SUB_01399,2025-12-17,App,Network Issue,Medium,In Progress,,24,Tier 1,Zone 2,Sharjah
TKT_003418,SUB_00277,2025-11-29,Call Center,Billing Query,Medium,Resolved,2025-12-02,24,Tier 1,Zone 3,Dubai
TKT_003419,SUB_04018,2025-10-20,App,Technical Support,Critical,In Progress,,48,Tier 2,Zone 4,Dubai
TKT_003420,SUB_00355,2025-10-23,Call Center,Technical Support,Medium,Closed,2025-10-25,72,Field Ops,Zone 7,Dubai
TKT_003421,SUB_00563,2025-09-12,App,Plan Change,Medium,In Progress,,48,Tier 2,Zone 4,Fujairah
TKT_003422,SUB_04051,2025-11-24,App,Technical Support,High,Resolved,2025-11-28,48,Tier 2,Zone 6,Abu Dhabi
TKT_003423,SUB_02734,2025-09-19,Call Center,Complaint,High,Resolved,2025-09-21,48,Tier 2,Zone 3,Sharjah
TKT_003424,SUB_00701,2025-10-14,Call Center,Network Issue,Medium,Resolved,2025-10-17,48,Tier 2,Zone 7,Abu Dhabi
TKT_003425,SUB_03024,2025-09-15,App,Billing Query,Medium,Resolved,2025-09-18,48,Tier 2,Zone 6,Abu Dhabi
TKT_003426,SUB_01316,2025-11-23,Call Center,Network Issue,Critical,Resolved,,24,Tier 1,Zone 3,Dubai
