bill_id,subscriber_id,billing_month,bill_amount,payment_status,payment_date,credit_adjustment,adjustment_reason
BILL_009351,SUB_03117,2025-12-01,373.61,Paid,2025-12-24,0.0,
BILL_009352,SUB_03118,2025-10-01,247.11,Overdue,,0.0,
BILL_009353,SUB_03118,2025-11-01,253.88,Overdue,,42.63,Billing Error
BILL_009354,SUB_03118,2025-12-01,250.74,Paid,2025-12-20,0.0,
BILL_009355,SUB_03119,2025-10-01,91.15,Paid,2025-10-25,0.0,
BILL_009356,SUB_03119,2025-11-01,108.53,Paid,2025-11-13,0.0,
BILL_009357,SUB_03119,2025-12-01,103.94,Paid,2025-12-24,0.0,
BILL_009358,SUB_03120,2025-10-01,343.2,Overdue,,0.0,
BILL_009359,SUB_03120,2025-11-01,313.02,Paid,2025-11-14,0.0,
BILL_009360,SUB_03120,2025-12-01,340.02,Paid,2025-12-08,0.0,
BILL_009361,SUB_03121,2025-10-01,114.21,Paid,2025-10-29,0.0,
BILL_009362,SUB_03121,2025-11-01,129.55,Paid,2025-11-25,0.0,
BILL_009363,SUB_03121,2025-12-01,125.6,Overdue,,0.0,
BILL_009364,SUB_03122,2025-10-01,391.94,Paid,2025-10-07,0.0,
BILL_009365,SUB_03122,2025-11-01,398.61,Paid,2025-11-17,0.0,
BILL_009366,SUB_03122,2025-12-01,414.91,Paid,2025-12-22,0.0,
BILL_009367,SUB_03123,2025-10-01,157.05,Paid,2025-10-07,0.0,
BILL_009368,SUB_03123,2025-11-01,160.09,Partial,,0.0,
BILL_009369,SUB_03123,2025-12-01,165.91,Overdue,,0.0,
BILL_009370,SUB_03124,2025-10-01,500.63,Paid,2025-10-16,0.0,
BILL_009371,SUB_03124,2025-11-01,503.5,Pending,,0.0,
BILL_009372,SUB_03124,2025-12-01,525.14,Paid,2025-12-08,0.0,
BILL_009373,SUB_03125,2025-10-01,105.86,Paid,2025-10-19,0.0,
BILL_009374,SUB_03125,2025-11-01,115.73,Overdue,,0.0,
BILL_009375,SUB_03125,2025-12-01,130.28,Partial,,37.22,Goodwill
BILL_009376,SUB_03126,2025-10-01,163.36,Overdue,,0.0,
BILL_009377,SUB_03126,2025-11-01,161.98,Paid,2025-11-11,0.0,
BILL_009378,SUB_03126,2025-12-01,157.84,Paid,2025-12-29,0.0,
BILL_009379,SUB_03127,2025-10-01,106.92,Paid,2025-10-03,0.0,
BILL_009380,SUB_03127,2025-11-01,102.74,Partial,,0.0,
BILL_009381,SUB_03127,2025-12-01,106.23,Paid,2025-12-08,0.0,
BILL_009382,SUB_03128,2025-10-01,114.16,Paid,2025-10-17,0.0,
BILL_009383,SUB_03128,2025-11-01,95.36,Paid,2025-11-12,0.0,
BILL_009384,SUB_03128,2025-12-01,128.83,Paid,2025-12-25,0.0,
BILL_009385,SUB_03129,2025-10-01,177.67,Overdue,,19.54,Network Issue
BILL_009386,SUB_03129,2025-11-01,167.61,Paid,2025-11-20,0.0,
BILL_009387,SUB_03129,2025-12-01,172.51,Paid,2025-12-30,0.0,
BILL_009388,SUB_03130,2025-10-01,81.43,Paid,2025-10-09,0.0,
BILL_009389,SUB_03130,2025-11-01,92.39,Overdue,,0.0,
BILL_009390,SUB_03130,2025-12-01,63.44,Overdue,,0.0,
BILL_009391,SUB_03131,2025-10-01,240.08,Paid,2025-10-16,0.0,
BILL_009392,SUB_03131,2025-11-01,272.39,Paid,2025-11-14,0.0,
BILL_009393,SUB_03131,2025-12-01,252.16,Paid,2025-12-14,0.0,
BILL_009394,SUB_03132,2025-10-01,395.64,Pending,,0.0,
BILL_009395,SUB_03132,2025-11-01,359.37,Paid,2025-11-10,72.53,Promo Credit
BILL_009396,SUB_03132,2025-12-01,391.12,Paid,2025-12-22,0.0,
BILL_009397,SUB_03133,2025-10-01,446.51,Paid,2025-10-06,0.0,
BILL_009398,SUB_03133,2025-11-01,446.8,Partial,,30.71,Promo Credit
BILL_009399,SUB_03133,2025-12-01,430.97,Paid,2025-12-02,0.0,
BILL_009400,SUB_03134,2025-10-01,340.97,Overdue,,12.92,Promo Credit
BILL_009401,SUB_03134,2025-11-01,302.16,Pending,,0.0,
BILL_009402,SUB_03134,2025-12-01,316.21,Paid,2025-12-29,0.0,
BILL_009403,SUB_03135,2025-10-01,116.0,Paid,2025-10-26,0.0,
BILL_009404,SUB_03135,2025-11-01,92.28,Paid,2025-11-03,0.0,
BILL_009405,SUB_03135,2025-12-01,100.08,Paid,2025-12-16,0.0,
BILL_009406,SUB_03136,2025-10-01,63.16,Paid,2025-10-18,0.0,
BILL_009407,SUB_03136,2025-11-01,96.31,Partial,,0.0,
BILL_009408,SUB_03136,2025-12-01,100.73,Partial,,0.0,
BILL_009409,SUB_03137,2025-10-01,64.86,Paid,2025-10-19,0.0,
BILL_009410,SUB_03137,2025-11-01,79.15,Paid,2025-11-03,0.0,
BILL_009411,SUB_03137,2025-12-01,68.9,Pending,,0.0,
BILL_009412,SUB_03138,2025-10-01,218.04,Pending,,0.0,
BILL_009413,SUB_03138,2025-11-01,228.45,Partial,,0.0,
BILL_009414,SUB_03138,2025-12-01,226.72,Paid,2025-12-23,0.0,
BILL_009415,SUB_03139,2025-10-01,310.95,Overdue,,0.0,
BILL_009416,SUB_03139,2025-11-01,335.6,Paid,2025-11-06,30.16,Goodwill
BILL_009417,SUB_03139,2025-12-01,308.83,Paid,2025-12-17,0.0,
BILL_009418,SUB_03140,2025-10-01,89.93,Paid,2025-10-14,0.0,
BILL_009419,SUB_03140,2025-11-01,104.43,Paid,2025-11-13,0.0,
BILL_009420,SUB_03140,2025-12-01,89.73,Paid,2025-12-20,67.53,Billing Error
BILL_009421,SUB_03141,2025-10-01,278.85,Paid,2025-10-19,0.0,
BILL_009422,SUB_03141,2025-11-01,280.48,Paid,2025-11-19,0.0,
BILL_009423,SUB_03141,2025-12-01,266.87,Pending,,20.08,Goodwill
BILL_009424,SUB_03142,2025-10-01,127.06,Pending,,0.0,
BILL_009425,SUB_03142,2025-11-01,135.63,Paid,2025-11-26,0.0,
BILL_009426,SUB_03142,2025-12-01,153.62,Paid,2025-12-15,0.0,
BILL_009427,SUB_03143,2025-10-01,129.78,Paid,2025-10-14,0.0,
BILL_009428,SUB_03143,2025-11-01,130.81,Overdue,,0.0,
BILL_009429,SUB_03143,2025-12-01,127.54,Paid,2025-12-24,0.0,
BILL_009430,SUB_03144,2025-10-01,301.61,Partial,,0.0,
BILL_009431,SUB_03144,2025-11-01,283.89,Paid,2025-11-08,0.0,
BILL_009432,SUB_03144,2025-12-01,308.14,Paid,2025-12-17,0.0,
BILL_009433,SUB_03145,2025-10-01,83.98,Paid,2025-10-29,0.0,
BILL_009434,SUB_03145,2025-11-01,109.85,Paid,2025-11-29,0.0,
BILL_009435,SUB_03145,2025-12-01,97.61,Paid,2025-12-05,0.0,
BILL_009436,SUB_03146,2025-10-01,327.1,Paid,2025-10-16,0.0,
BILL_009437,SUB_03146,2025-11-01,324.53,Partial,,0.0,
BILL_009438,SUB_03146,2025-12-01,288.51,Paid,2025-12-12,0.0,
BILL_009439,SUB_03147,2025-10-01,141.75,Pending,,0.0,
BILL_009440,SUB_03147,2025-11-01,132.57,Partial,,0.0,
BILL_009441,SUB_03147,2025-12-01,145.64,Paid,2025-12-13,0.0,
BILL_009442,SUB_03148,2025-10-01,159.17,Overdue,,0.0,
BILL_009443,SUB_03148,2025-11-01,133.61,Partial,,0.0,
BILL_009444,SUB_03148,2025-12-01,143.91,Paid,2025-12-08,0.0,
BILL_009445,SUB_03149,2025-10-01,108.91,Paid,2025-10-10,63.73,Billing Error
BILL_009446,SUB_03149,2025-11-01,91.31,Overdue,,0.0,
BILL_009447,SUB_03149,2025-12-01,91.36,Paid,2025-12-22,0.0,
BILL_009448,SUB_03150,2025-10-01,57.91,Paid,2025-10-18,0.0,
BILL_009449,SUB_03150,2025-11-01,71.62,Pending,,0.0,
BILL_009450,SUB_03150,2025-12-01,82.93,Overdue,,0.0,
BILL_009451,SUB_03151,2025-10-01,264.11,Paid,2025-10-18,0.0,
BILL_009452,SUB_03151,2025-11-01,276.7,Paid,2025-11-29,0.0,
BILL_009453,SUB_03151,2025-12-01,299.9,Paid,2025-12-16,0.0,
BILL_009454,SUB_03152,2025-10-01,116.31,Partial,,0.0,
BILL_009455,SUB_03152,2025-11-01,73.15,Paid,2025-11-30,0.0,
BILL_009456,SUB_03152,2025-12-01,75.08,Paid,2025-12-21,0.0,
BILL_009457,SUB_03153,2025-10-01,139.53,Paid,2025-10-06,0.0,
BILL_009458,SUB_03153,2025-11-01,131.89,Overdue,,0.0,
BILL_009459,SUB_03153,2025-12-01,171.2,Paid,2025-12-17,0.0,
BILL_009460,SUB_03154,2025-10-01,139.15,Paid,2025-10-27,0.0,
BILL_009461,SUB_03154,2025-11-01,139.7,Paid,2025-11-09,0.0,
BILL_009462,SUB_03154,2025-12-01,133.76,Paid,2025-12-19,0.0,
BILL_009463,SUB_03155,2025-10-01,94.69,Paid,2025-10-20,0.0,
BILL_009464,SUB_03155,2025-11-01,71.37,Paid,2025-11-04,0.0,
BILL_009465,SUB_03155,2025-12-01,104.9,Paid,2025-12-05,0.0,
BILL_009466,SUB_03156,2025-10-01,97.7,Paid,2025-10-11,0.0,
BILL_009467,SUB_03156,2025-11-01,84.58,Pending,,0.0,
BILL_009468,SUB_03156,2025-12-01,116.53,Overdue,,0.0,
BILL_009469,SUB_03157,2025-10-01,133.29,Pending,,0.0,
BILL_009470,SUB_03157,2025-11-01,118.01,Paid,2025-11-27,0.0,
BILL_009471,SUB_03157,2025-12-01,126.74,Overdue,,0.0,
BILL_009472,SUB_03158,2025-10-01,358.36,Paid,2025-10-06,0.0,
BILL_009473,SUB_03158,2025-11-01,385.45,Paid,2025-11-22,0.0,
BILL_009474,SUB_03158,2025-12-01,350.75,Partial,,0.0,
BILL_009475,SUB_03159,2025-10-01,103.02,Partial,,0.0,
BILL_009476,SUB_03159,2025-11-01,93.89,Overdue,,0.0,
BILL_009477,SUB_03159,2025-12-01,70.47,Paid,2025-12-09,0.0,
BILL_009478,SUB_03160,2025-10-01,153.71,Paid,2025-10-20,0.0,
BILL_009479,SUB_03160,2025-11-01,168.61,Overdue,,0.0,
BILL_009480,SUB_03160,2025-12-01,190.61,Paid,2025-12-31,0.0,
BILL_009481,SUB_03161,2025-10-01,87.41,Paid,2025-10-15,0.0,
BILL_009482,SUB_03161,2025-11-01,66.99,Paid,2025-11-09,0.0,
BILL_009483,SUB_03161,2025-12-01,76.65,Partial,,0.0,
BILL_009484,SUB_03162,2025-10-01,79.05,Paid,2025-10-31,0.0,
BILL_009485,SUB_03162,2025-11-01,85.55,Overdue,,0.0,
BILL_009486,SUB_03162,2025-12-01,85.68,Paid,2025-12-19,80.21,Promo Credit
BILL_009487,SUB_03163,2025-10-01,144.31,Paid,2025-10-11,0.0,
BILL_009488,SUB_03163,2025-11-01,99.94,Paid,2025-11-03,0.0,
BILL_009489,SUB_03163,2025-12-01,113.46,Paid,2025-12-04,35.83,Promo Credit
BILL_009490,SUB_03164,2025-10-01,152.79,Paid,2025-10-18,0.0,
BILL_009491,SUB_03164,2025-11-01,125.66,Paid,2025-11-13,0.0,
BILL_009492,SUB_03164,2025-12-01,160.55,Partial,,35.83,Billing Error
BILL_009493,SUB_03165,2025-10-01,98.63,Paid,2025-10-27,0.0,
BILL_009494,SUB_03165,2025-11-01,79.37,Pending,,0.0,
BILL_009495,SUB_03165,2025-12-01,61.24,Paid,2025-12-16,0.0,
BILL_009496,SUB_03166,2025-10-01,128.79,Paid,2025-10-29,0.0,
BILL_009497,SUB_03166,2025-11-01,125.11,Paid,2025-11-11,0.0,
BILL_009498,SUB_03166,2025-12-01,105.19,Partial,,0.0,
BILL_009499,SUB_03167,2025-10-01,122.55,Overdue,,37.73,Promo Credit
BILL_009500,SUB_03167,2025-11-01,98.51,Overdue,,0.0,
BILL_009501,SUB_03167,2025-12-01,140.89,Paid,2025-12-14,0.0,
BILL_009502,SUB_03168,2025-10-01,161.71,Paid,2025-10-22,0.0,
BILL_009503,SUB_03168,2025-11-01,136.95,Paid,2025-11-10,0.0,
BILL_009504,SUB_03168,2025-12-01,167.16,Overdue,,0.0,
BILL_009505,SUB_03169,2025-10-01,168.98,Paid,2025-10-14,0.0,
BILL_009506,SUB_03169,2025-11-01,144.02,Paid,2025-11-16,0.0,
BILL_009507,SUB_03169,2025-12-01,127.64,Partial,,0.0,
BILL_009508,SUB_03170,2025-10-01,254.89,Paid,2025-10-14,0.0,
BILL_009509,SUB_03170,2025-11-01,227.05,Pending,,0.0,
BILL_009510,SUB_03170,2025-12-01,210.45,Partial,,0.0,
BILL_009511,SUB_03171,2025-10-01,353.63,Paid,2025-10-04,0.0,
BILL_009512,SUB_03171,2025-11-01,372.53,Paid,2025-11-05,0.0,
BILL_009513,SUB_03171,2025-12-01,346.52,Paid,,0.0,
BILL_009514,SUB_03172,2025-10-01,152.93,Paid,2025-10-15,61.69,Billing Error
BILL_009515,SUB_03172,2025-11-01,165.46,Overdue,,0.0,
BILL_009516,SUB_03172,2025-12-01,147.58,Paid,2025-12-20,0.0,
BILL_009517,SUB_03173,2025-10-01,61.43,Paid,2025-10-09,0.0,
BILL_009518,SUB_03173,2025-11-01,93.44,Paid,2025-11-04,91.28,Network Issue
BILL_009519,SUB_03173,2025-12-01,100.11,Paid,2025-12-22,0.0,
BILL_009520,SUB_03174,2025-10-01,126.45,Paid,2025-10-02,0.0,
BILL_009521,SUB_03174,2025-11-01,128.33,Overdue,,0.0,
BILL_009522,SUB_03174,2025-12-01,144.96,Paid,2025-12-30,0.0,
BILL_009523,SUB_03175,2025-10-01,128.13,Paid,2025-10-26,0.0,
BILL_009524,SUB_03175,2025-11-01,126.18,Paid,2025-11-15,12.88,Billing Error
BILL_009525,SUB_03175,2025-12-01,101.57,Partial,,0.0,
BILL_009526,SUB_03176,2025-10-01,93.59,Pending,,0.0,
BILL_009527,SUB_03176,2025-11-01,138.5,Paid,2025-11-23,0.0,
BILL_009528,SUB_03176,2025-12-01,107.18,Paid,2025-12-18,0.0,
BILL_009529,SUB_03177,2025-10-01,101.54,Paid,2025-10-02,0.0,
BILL_009530,SUB_03177,2025-11-01,89.16,Overdue,,0.0,
BILL_009531,SUB_03177,2025-12-01,105.21,Paid,2025-12-24,42.59,Promo Credit
BILL_009532,SUB_03178,2025-10-01,183.21,Partial,,67.26,Billing Error
BILL_009533,SUB_03178,2025-11-01,181.52,Partial,,0.0,
BILL_009534,SUB_03178,2025-12-01,141.79,Pending,,0.0,
BILL_009535,SUB_03179,2025-10-01,463.54,Pending,,0.0,
BILL_009536,SUB_03179,2025-11-01,441.8,Pending,,0.0,
BILL_009537,SUB_03179,2025-12-01,462.39,Paid,2025-12-03,0.0,
BILL_009538,SUB_03180,2025-10-01,169.06,Paid,2025-10-02,0.0,
BILL_009539,SUB_03180,2025-11-01,167.0,Paid,2025-11-26,0.0,
BILL_009540,SUB_03180,2025-12-01,140.17,Paid,2025-12-23,0.0,
BILL_009541,SUB_03181,2025-10-01,51.23,Overdue,,0.0,
BILL_009542,SUB_03181,2025-11-01,88.4,Partial,,0.0,
BILL_009543,SUB_03181,2025-12-01,67.75,Paid,2025-12-31,95.66,Network Issue
BILL_009544,SUB_03182,2025-10-01,347.72,Partial,,31.67,Promo Credit
BILL_009545,SUB_03182,2025-11-01,377.55,Partial,,0.0,
BILL_009546,SUB_03182,2025-12-01,355.56,Paid,2025-12-04,0.0,
BILL_009547,SUB_03183,2025-10-01,178.22,Paid,2025-10-29,0.0,
BILL_009548,SUB_03183,2025-11-01,179.51,Paid,2025-11-15,0.0,
BILL_009549,SUB_03183,2025-12-01,172.24,Paid,2025-12-12,0.0,
BILL_009550,SUB_03184,2025-10-01,70.41,Paid,2025-10-27,0.0,
BILL_009551,SUB_03184,2025-11-01,68.36,Paid,2025-12-01,0.0,
BILL_009552,SUB_03184,2025-12-01,80.29,Paid,2025-12-07,60.53,Promo Credit
BILL_009553,SUB_03185,2025-10-01,110.79,Paid,2025-10-31,0.0,
BILL_009554,SUB_03185,2025-11-01,104.32,Overdue,,0.0,
BILL_009555,SUB_03185,2025-12-01,128.75,Paid,2025-12-13,0.0,
BILL_009556,SUB_03186,2025-10-01,125.03,Paid,2025-10-27,0.0,
BILL_009557,SUB_03186,2025-11-01,148.14,Overdue,,0.0,
BILL_009558,SUB_03186,2025-12-01,141.04,Overdue,,0.0,
BILL_009559,SUB_03187,2025-10-01,220.83,Paid,2025-10-21,0.0,
BILL_009560,SUB_03187,2025-11-01,210.72,Overdue,,0.0,
BILL_009561,SUB_03187,2025-12-01,176.32,Partial,,0.0,
BILL_009562,SUB_03188,2025-10-01,195.44,Overdue,,0.0,
BILL_009563,SUB_03188,2025-11-01,183.96,Overdue,,25.66,Billing Error
BILL_009564,SUB_03188,2025-12-01,167.56,Paid,2025-12-27,0.0,
BILL_009565,SUB_03189,2025-10-01,159.81,Overdue,,0.0,
BILL_009566,SUB_03189,2025-11-01,182.72,Paid,2025-12-01,0.0,
BILL_009567,SUB_03189,2025-12-01,146.91,Paid,2025-12-06,0.0,
BILL_009568,SUB_03190,2025-10-01,384.41,Partial,,0.0,
BILL_009569,SUB_03190,2025-11-01,381.01,Overdue,,85.19,Goodwill
BILL_009570,SUB_03190,2025-12-01,365.88,Paid,2025-12-31,0.0,
BILL_009571,SUB_03191,2025-10-01,124.96,Paid,2025-10-02,0.0,
BILL_009572,SUB_03191,2025-11-01,90.44,Paid,2025-11-03,0.0,
BILL_009573,SUB_03191,2025-12-01,96.38,Paid,2025-12-19,57.68,Network Issue
BILL_009574,SUB_03192,2025-10-01,142.5,Paid,2025-10-27,0.0,
BILL_009575,SUB_03192,2025-11-01,164.79,Paid,2025-11-28,0.0,
BILL_009576,SUB_03192,2025-12-01,149.19,Pending,,0.0,
BILL_009577,SUB_03193,2025-10-01,322.13,Overdue,,65.87,Promo Credit
BILL_009578,SUB_03193,2025-11-01,329.13,Paid,2025-11-28,0.0,
BILL_009579,SUB_03193,2025-12-01,314.62,Paid,2025-12-21,0.0,
BILL_009580,SUB_03194,2025-10-01,123.84,Overdue,,0.0,
BILL_009581,SUB_03194,2025-11-01,158.46,Paid,2025-11-20,0.0,
BILL_009582,SUB_03194,2025-12-01,147.13,Paid,2025-12-30,0.0,
BILL_009583,SUB_03195,2025-10-01,498.2,Partial,,0.0,
BILL_009584,SUB_03195,2025-11-01,495.98,Paid,2025-11-24,0.0,
BILL_009585,SUB_03195,2025-12-01,527.57,Paid,2025-12-16,0.0,
BILL_009586,SUB_03196,2025-10-01,53.0,Paid,2025-10-22,0.0,
BILL_009587,SUB_03196,2025-11-01,71.35,Partial,,0.0,
BILL_009588,SUB_03196,2025-12-01,63.56,Overdue,,92.33,Promo Credit
BILL_009589,SUB_03197,2025-10-01,142.44,Partial,,0.0,
BILL_009590,SUB_03197,2025-11-01,140.62,Paid,2025-11-27,0.0,
BILL_009591,SUB_03197,2025-12-01,159.13,Partial,,0.0,
BILL_009592,SUB_03198,2025-10-01,110.77,Overdue,,0.0,
BILL_009593,SUB_03198,2025-11-01,120.78,Paid,2025-11-15,38.8,Billing Error
BILL_009594,SUB_03198,2025-12-01,118.77,Paid,2025-12-26,0.0,
BILL_009595,SUB_03199,2025-10-01,119.69,Paid,2025-10-31,0.0,
BILL_009596,SUB_03199,2025-11-01,102.38,Paid,2025-12-01,0.0,
BILL_009597,SUB_03199,2025-12-01,122.76,Paid,2025-12-09,0.0,
BILL_009598,SUB_03200,2025-10-01,180.13,Overdue,,0.0,
BILL_009599,SUB_03200,2025-11-01,173.02,Overdue,,0.0,
BILL_009600,SUB_03200,2025-12-01,135.96,Paid,2025-12-25,0.0,
BILL_009601,SUB_03201,2025-10-01,210.36,Paid,2025-10-07,20.06,Billing Error
BILL_009602,SUB_03201,2025-11-01,203.6,Paid,2025-11-13,15.52,Promo Credit
BILL_009603,SUB_03201,2025-12-01,184.63,Paid,2025-12-22,0.0,
BILL_009604,SUB_03202,2025-10-01,142.84,Paid,2025-10-16,0.0,
BILL_009605,SUB_03202,2025-11-01,133.89,Paid,2025-11-05,0.0,
BILL_009606,SUB_03202,2025-12-01,114.67,Paid,2025-12-31,0.0,
BILL_009607,SUB_03203,2025-10-01,123.42,Paid,2025-10-23,0.0,
BILL_009608,SUB_03203,2025-11-01,123.39,Paid,2025-11-20,0.0,
BILL_009609,SUB_03203,2025-12-01,123.21,Paid,2025-12-18,0.0,
BILL_009610,SUB_03204,2025-10-01,128.62,Paid,2025-10-12,86.88,Billing Error
BILL_009611,SUB_03204,2025-11-01,129.48,Partial,,0.0,
BILL_009612,SUB_03204,2025-12-01,130.09,Paid,2025-12-04,0.0,
BILL_009613,SUB_03205,2025-10-01,146.16,Paid,2025-10-15,0.0,
BILL_009614,SUB_03205,2025-11-01,164.1,Paid,2025-11-14,0.0,
BILL_009615,SUB_03205,2025-12-01,150.62,Paid,2025-12-27,0.0,
BILL_009616,SUB_03206,2025-10-01,288.61,Paid,2025-10-30,0.0,
BILL_009617,SUB_03206,2025-11-01,297.81,Overdue,,0.0,
BILL_009618,SUB_03206,2025-12-01,305.96,Paid,2025-12-08,0.0,
BILL_009619,SUB_03207,2025-10-01,76.32,Overdue,,0.0,
BILL_009620,SUB_03207,2025-11-01,88.99,Paid,2025-11-23,0.0,
BILL_009621,SUB_03207,2025-12-01,76.85,Paid,2025-12-02,0.0,
BILL_009622,SUB_03208,2025-10-01,90.9,Partial,,0.0,
BILL_009623,SUB_03208,2025-11-01,121.41,Paid,2025-11-24,0.0,
BILL_009624,SUB_03208,2025-12-01,107.08,Paid,2025-12-13,0.0,
BILL_009625,SUB_03209,2025-10-01,69.54,Paid,2025-10-22,0.0,
BILL_009626,SUB_03209,2025-11-01,96.52,Partial,,0.0,
BILL_009627,SUB_03209,2025-12-01,58.19,Overdue,,59.04,Promo Credit
BILL_009628,SUB_03210,2025-10-01,148.73,Pending,,0.0,
BILL_009629,SUB_03210,2025-11-01,181.37,Paid,2025-11-03,0.0,
BILL_009630,SUB_03210,2025-12-01,159.34,Paid,2025-12-09,0.0,
BILL_009631,SUB_03211,2025-10-01,90.75,Paid,2025-10-05,0.0,
BILL_009632,SUB_03211,2025-11-01,87.88,Overdue,,0.0,
BILL_009633,SUB_03211,2025-12-01,68.54,Paid,2025-12-26,0.0,
BILL_009634,SUB_03212,2025-10-01,497.49,Paid,2025-10-15,0.0,
BILL_009635,SUB_03212,2025-11-01,450.64,Pending,,0.0,
BILL_009636,SUB_03212,2025-12-01,472.33,Partial,,0.0,
BILL_009637,SUB_03213,2025-10-01,136.66,Paid,2025-10-26,0.0,
BILL_009638,SUB_03213,2025-11-01,158.17,Paid,2025-11-04,0.0,
BILL_009639,SUB_03213,2025-12-01,145.4,Paid,2025-12-07,0.0,
BILL_009640,SUB_03214,2025-10-01,109.46,Paid,2025-10-02,0.0,
BILL_009641,SUB_03214,2025-11-01,144.99,Partial,,0.0,
BILL_009642,SUB_03214,2025-12-01,117.79,Paid,2025-12-08,0.0,
BILL_009643,SUB_03215,2025-10-01,140.69,Paid,2025-10-15,0.0,
BILL_009644,SUB_03215,2025-11-01,100.59,Paid,2025-11-27,0.0,
BILL_009645,SUB_03215,2025-12-01,142.25,Paid,2025-12-08,0.0,
BILL_009646,SUB_03216,2025-10-01,99.15,Paid,2025-10-05,0.0,
BILL_009647,SUB_03216,2025-11-01,73.81,Paid,2025-11-03,0.0,
BILL_009648,SUB_03216,2025-12-01,114.69,Paid,2025-12-30,0.0,
BILL_009649,SUB_03217,2025-10-01,89.48,Overdue,,0.0,
BILL_009650,SUB_03217,2025-11-01,80.02,Paid,2025-11-03,0.0,
BILL_009651,SUB_03217,2025-12-01,87.82,Partial,,0.0,
BILL_009652,SUB_03218,2025-10-01,196.61,Paid,2025-10-18,0.0,
BILL_009653,SUB_03218,2025-11-01,220.13,Paid,2025-11-27,0.0,
BILL_009654,SUB_03218,2025-12-01,216.85,Paid,2025-12-23,0.0,
BILL_009655,SUB_03219,2025-10-01,124.58,Partial,,0.0,
BILL_009656,SUB_03219,2025-11-01,94.19,Paid,,90.85,Network Issue
BILL_009657,SUB_03219,2025-12-01,113.4,Paid,2025-12-29,0.0,
BILL_009658,SUB_03220,2025-10-01,213.26,Paid,2025-10-15,0.0,
BILL_009659,SUB_03220,2025-11-01,204.67,Paid,2025-11-12,41.21,Promo Credit
BILL_009660,SUB_03220,2025-12-01,205.66,Paid,,0.0,
BILL_009661,SUB_03221,2025-10-01,100.77,Paid,2025-10-16,0.0,
BILL_009662,SUB_03221,2025-11-01,144.19,Paid,2025-11-20,38.6,Billing Error
BILL_009663,SUB_03221,2025-12-01,110.77,Paid,2025-12-10,0.0,
BILL_009664,SUB_03222,2025-10-01,138.03,Overdue,,0.0,
BILL_009665,SUB_03222,2025-11-01,140.16,Paid,2025-11-22,0.0,
BILL_009666,SUB_03222,2025-12-01,142.34,Paid,2025-12-06,0.0,
BILL_009667,SUB_03223,2025-10-01,104.79,Paid,2025-10-14,82.11,Network Issue
BILL_009668,SUB_03223,2025-11-01,104.32,Paid,2025-11-11,0.0,
BILL_009669,SUB_03223,2025-12-01,117.19,Paid,2025-12-25,0.0,
BILL_009670,SUB_03224,2025-10-01,107.96,Paid,2025-10-25,0.0,
BILL_009671,SUB_03224,2025-11-01,123.94,Paid,2025-11-17,17.98,Billing Error
BILL_009672,SUB_03224,2025-12-01,121.74,Paid,2025-12-28,0.0,
BILL_009673,SUB_03225,2025-10-01,129.61,Paid,2025-10-08,0.0,
BILL_009674,SUB_03225,2025-11-01,127.06,Overdue,,0.0,
BILL_009675,SUB_03225,2025-12-01,105.55,Paid,2025-12-15,0.0,
BILL_009676,SUB_03226,2025-10-01,64.45,Paid,2025-10-31,0.0,
BILL_009677,SUB_03226,2025-11-01,67.37,Paid,2025-11-11,0.0,
BILL_009678,SUB_03226,2025-12-01,70.44,Pending,,0.0,
BILL_009679,SUB_03227,2025-10-01,508.44,Paid,2025-10-19,0.0,
BILL_009680,SUB_03227,2025-11-01,499.64,Partial,,0.0,
BILL_009681,SUB_03227,2025-12-01,492.22,Paid,2025-12-11,0.0,
BILL_009682,SUB_03228,2025-10-01,198.59,Paid,2025-10-28,41.18,Billing Error
BILL_009683,SUB_03228,2025-11-01,190.86,Paid,2025-11-30,0.0,
BILL_009684,SUB_03228,2025-12-01,178.46,Paid,2025-12-25,0.0,
BILL_009685,SUB_03229,2025-10-01,161.03,Pending,,0.0,
BILL_009686,SUB_03229,2025-11-01,140.38,Paid,2025-11-13,0.0,
BILL_009687,SUB_03229,2025-12-01,120.41,Paid,2025-12-16,0.0,
BILL_009688,SUB_03230,2025-10-01,179.69,Partial,,43.16,Network Issue
BILL_009689,SUB_03230,2025-11-01,202.94,Paid,2025-11-28,0.0,
BILL_009690,SUB_03230,2025-12-01,160.22,Paid,2025-12-13,0.0,
BILL_009691,SUB_03231,2025-10-01,237.81,Overdue,,0.0,
BILL_009692,SUB_03231,2025-11-01,238.62,Paid,2025-11-20,74.15,Promo Credit
BILL_009693,SUB_03231,2025-12-01,200.3,Paid,2025-12-08,0.0,
BILL_009694,SUB_03232,2025-10-01,149.77,Paid,2025-10-13,0.0,
BILL_009695,SUB_03232,2025-11-01,190.57,Paid,2025-11-14,0.0,
BILL_009696,SUB_03232,2025-12-01,193.34,Paid,2025-12-24,0.0,
BILL_009697,SUB_03233,2025-10-01,143.32,Paid,2025-10-23,0.0,
BILL_009698,SUB_03233,2025-11-01,109.48,Paid,2025-11-26,0.0,
BILL_009699,SUB_03233,2025-12-01,143.59,Paid,2025-12-26,0.0,
BILL_009700,SUB_03234,2025-10-01,107.14,Paid,2025-10-13,0.0,
