usage_id,subscriber_id,usage_date,data_usage_gb,voice_minutes,sms_count,roaming_charges,addon_charges
USG_024394,SUB_00622,2025-10-29,20.81,17,14,7.9,7.58
USG_024395,SUB_04620,2025-10-24,3.43,100,42,13.39,29.16
USG_024396,SUB_01138,2025-10-02,0.6,411,80,32.9,22.48
USG_024397,SUB_01427,2025-12-17,17.84,14,45,74.04,2.82
USG_024398,SUB_00217,2025-10-05,16.86,91,98,9.44,5.08
USG_024399,SUB_01023,2025-10-21,4.7,494,55,36.57,5.95
USG_024400,SUB_04135,2025-12-11,3.82,88,39,47.36,6.95
USG_024401,SUB_01938,2025-12-02,26.45,287,69,40.13,4.26
USG_024402,SUB_02227,2025-12-10,20.91,439,71,27.06,17.85
USG_024403,SUB_02585,2025-11-28,2.2,494,88,13.59,6.34
USG_024404,SUB_01883,2025-12-20,23.48,496,69,15.1,24.7
USG_024405,SUB_02690,2025-09-09,5.38,442,38,19.05,11.55
USG_024406,SUB_03561,2025-11-22,4.68,253,5,26.74,7.15
USG_024407,SUB_02213,2025-10-10,22.14,210,35,28.05,1.8
USG_024408,SUB_03119,2025-11-16,6.6,452,89,13.26,3.48
USG_024409,SUB_03395,2025-10-19,26.19,165,45,26.94,23.32
USG_024410,SUB_02189,2025-09-19,12.39,349,51,7.74,15.21
USG_024411,SUB_04841,2025-11-18,17.24,374,26,48.56,0.64
USG_024412,SUB_02348,2025-09-27,7.13,367,36,92.87,0.19
USG_024413,SUB_00370,2025-09-11,16.72,431,42,5.17,9.44
USG_024414,SUB_01071,2025-12-30,2.34,391,81,3.31,1.07
USG_024415,SUB_01480,2025-12-30,10.76,230,96,11.79,21.23
USG_024416,SUB_01305,2025-12-17,4.43,344,100,4.39,0.73
USG_024417,SUB_02325,2025-10-14,4.11,51,10,25.86,13.88
USG_024418,SUB_02680,2026-01-01,6.03,327,72,91.03,33.12
USG_024419,SUB_00967,2025-10-03,10.27,189,25,25.88,9.89
USG_024420,SUB_01702,2025-11-18,20.15,50,80,10.55,6.7
USG_024421,SUB_03612,2025-09-07,3.31,120,65,5.83,12.42
USG_024422,SUB_00173,2025-11-28,3.68,397,74,0.21,0.68
USG_024423,SUB_03189,2025-09-16,3.01,355,50,26.02,21.98
USG_024424,SUB_00307,2025-12-20,2.49,393,51,4.76,6.71
USG_024425,SUB_04562,2025-11-09,3.31,225,87,2.95,14.36
USG_024426,SUB_04279,2025-09-10,5.4,319,86,4.39,6.34
USG_024427,SUB_02890,2025-10-23,4.65,79,9,26.45,8.3
USG_024428,SUB_02704,2025-11-10,25.13,467,42,17.66,25.22
USG_024429,SUB_00171,2025-12-02,23.3,258,48,19.39,7.28
USG_024430,SUB_02034,2025-11-13,8.57,448,91,10.11,27.44
USG_024431,SUB_02659,2025-09-12,9.23,133,88,27.37,1.38
USG_024432,SUB_04097,2025-10-01,16.46,310,33,8.87,57.09
USG_024433,SUB_00425,2025-09-25,7.7,302,1,25.71,7.52
USG_024434,SUB_00118,2025-09-11,11.74,405,65,15.75,13.34
USG_024435,SUB_02556,2025-12-02,9.62,338,67,3.41,15.28
USG_024436,SUB_04327,2025-11-21,12.79,73,41,33.89,20.48
USG_024437,SUB_03169,2025-12-15,6.96,466,100,16.94,13.11
USG_024438,SUB_00951,2025-11-15,5.48,424,81,10.43,2.71
USG_024439,SUB_00458,2025-10-18,14.5,247,65,24.53,13.62
USG_024440,SUB_01113,2025-12-17,27.73,102,77,32.68,15.55
USG_024441,SUB_03215,2025-12-07,15.74,419,69,45.38,27.21
USG_024442,SUB_00263,2025-09-12,10.73,98,61,7.45,7.63
USG_024443,SUB_01772,2025-09-10,33.77,109,57,0.72,4.53
USG_024444,SUB_04490,2025-11-06,6.51,105,96,0.16,8.1
USG_024445,SUB_02012,2025-09-17,1.19,78,6,36.95,25.38
USG_024446,SUB_00875,2025-10-24,6.6,495,70,13.46,44.13
USG_024447,SUB_04662,2025-12-17,27.57,284,52,28.77,2.18
USG_024448,SUB_04706,2025-11-18,18.24,328,88,6.78,13.59
USG_024449,SUB_00195,2025-10-16,11.95,265,45,26.01,35.64
USG_024450,SUB_00995,2025-10-03,4.06,354,7,28.64,16.13
USG_024451,SUB_04014,2025-11-04,8.19,129,66,4.9,35.02
USG_024452,SUB_02071,2025-11-04,4.43,485,70,27.97,4.73
USG_024453,SUB_01463,2025-09-16,2.44,411,24,3.59,33.2
USG_024454,SUB_02237,2025-10-09,6.94,499,2,1.32,6.95
USG_024455,SUB_03831,2025-12-08,12.91,303,44,3.98,15.88
USG_024456,SUB_00403,2025-12-04,7.18,334,15,38.43,18.14
USG_024457,SUB_00313,2026-01-03,3.78,140,1,1.85,17.23
USG_024458,SUB_02024,2025-10-17,26.34,29,95,5.08,18.7
USG_024459,SUB_02493,2025-09-16,12.54,283,12,26.93,79.65
USG_024460,SUB_04055,2025-10-08,5.45,363,90,29.05,50.4
USG_024461,SUB_00349,2025-10-26,24.08,38,63,5.44,2.91
USG_024462,SUB_01864,2025-12-28,5.89,17,0,29.74,2.05
USG_024463,SUB_03518,2025-09-11,11.02,495,35,26.89,24.79
USG_024464,SUB_03415,2025-11-11,10.05,419,45,61.08,22.55
USG_024465,SUB_00824,2025-10-15,4.53,372,84,29.27,2.81
USG_024466,SUB_03907,2025-09-20,19.71,370,98,1.1,6.14
USG_024467,SUB_00744,2025-12-10,21.92,69,87,11.21,27.01
USG_024468,SUB_02156,2025-10-01,7.34,340,32,2.37,6.84
USG_024469,SUB_04090,2025-11-10,4.67,473,13,8.8,14.11
USG_024470,SUB_02551,2025-09-08,8.17,447,92,9.1,22.19
USG_024471,SUB_01776,2025-11-20,19.57,145,86,131.67,1.6
USG_024472,SUB_04691,2025-10-18,16.77,84,40,3.6,21.47
USG_024473,SUB_02736,2025-10-18,2.27,452,31,10.04,5.22
USG_024474,SUB_04634,2025-12-05,1.37,292,49,8.69,2.93
USG_024475,SUB_03635,2025-09-25,19.03,165,46,37.79,18.71
USG_024476,SUB_04273,2025-11-01,8.33,40,34,32.19,41.53
USG_024477,SUB_00109,2025-10-11,31.01,51,19,56.39,9.01
USG_024478,SUB_01351,2025-11-30,6.26,492,91,21.64,3.28
USG_024479,SUB_02855,2025-12-13,9.58,354,99,42.08,8.27
USG_024480,SUB_00625,2025-12-09,1.95,500,72,39.16,16.17
USG_024481,SUB_02091,2025-11-15,3.63,228,7,24.6,11.22
USG_024482,SUB_01680,2025-09-15,10.32,466,7,14.5,1.12
USG_024483,SUB_02909,2025-11-24,14.25,97,84,16.66,6.87
USG_024484,SUB_04103,2025-09-23,5.16,62,42,14.27,10.51
USG_024485,SUB_03225,2025-09-25,15.76,301,32,12.78,3.24
USG_024486,SUB_01344,2025-09-20,12.21,254,55,1.84,16.43
USG_024487,SUB_04185,2025-09-21,11.96,56,12,43.05,18.71
USG_024488,SUB_02496,2025-12-29,12.2,435,39,7.24,18.58
USG_024489,SUB_03961,2025-11-11,1.25,496,29,12.42,9.5
USG_024490,SUB_01793,2025-09-27,10.43,128,96,32.2,23.49
USG_024491,SUB_03778,2025-12-06,8.5,19,76,6.9,0.45
USG_024492,SUB_01126,2025-10-28,4.92,383,43,1.51,16.58
USG_024493,SUB_04003,2026-01-03,3.13,387,17,11.41,8.22
USG_024494,SUB_02668,2026-01-04,13.96,346,52,9.78,29.37
USG_024495,SUB_03742,2025-12-20,8.92,39,16,10.08,25.42
USG_024496,SUB_04488,2025-09-22,10.96,198,100,3.33,26.62
USG_024497,SUB_04943,2025-10-29,4.56,365,72,12.29,0.51
USG_024498,SUB_01272,2025-10-15,6.27,264,11,41.4,0.02
USG_024499,SUB_03980,2026-01-02,2.81,359,81,76.46,16.23
USG_024500,SUB_04595,2025-09-14,16.86,0,9,71.68,3.87
USG_024501,SUB_01069,2025-09-15,7.01,84,90,38.39,29.23
USG_024502,SUB_02258,2025-10-03,11.4,112,89,51.78,28.02
USG_024503,SUB_00191,2025-09-09,3.37,62,53,41.72,3.17
USG_024504,SUB_03524,2025-11-04,4.23,296,48,21.99,35.68
USG_024505,SUB_02436,2025-10-20,3.19,188,80,3.11,20.25
USG_024506,SUB_00446,2025-10-26,12.94,333,59,61.22,0.58
USG_024507,SUB_03090,2025-12-31,13.21,125,23,68.4,25.05
USG_024508,SUB_03857,2025-10-05,4.33,280,93,9.33,13.91
USG_024509,SUB_04028,2025-11-28,29.09,408,24,20.45,31.41
USG_024510,SUB_00599,2025-10-26,9.55,258,39,53.21,11.18
USG_024511,SUB_02680,2025-09-19,4.1,150,30,67.03,28.8
USG_024512,SUB_03947,2025-10-16,3.3,144,50,12.74,6.0
USG_024513,SUB_04295,2025-12-30,12.93,86,22,19.88,2.46
USG_024514,SUB_04065,2025-12-18,5.06,258,2,10.18,2.96
USG_024515,SUB_03620,2025-12-11,6.02,249,33,68.23,13.31
USG_024516,SUB_04258,2025-11-30,8.55,308,82,26.25,26.46
USG_024517,SUB_01732,2025-09-14,8.89,160,25,28.15,6.92
USG_024518,SUB_04259,2025-11-11,3.11,345,93,6.15,11.93
USG_024519,SUB_02986,2025-11-19,4.11,398,82,10.86,27.36
USG_024520,SUB_01661,2025-09-08,6.43,175,93,53.9,2.99
USG_024521,SUB_01249,2025-11-24,1.6,188,0,12.72,40.11
USG_024522,SUB_02596,2025-11-24,5.47,390,93,17.92,1.76
USG_024523,SUB_00518,2025-10-11,17.38,82,67,24.24,6.31
USG_024524,SUB_02587,2025-11-28,3.84,35,55,48.57,35.73
USG_024525,SUB_04043,2025-11-15,4.02,118,50,35.07,0.7
USG_024526,SUB_00038,2025-09-26,17.76,169,57,34.41,4.72
USG_024527,SUB_04249,2025-11-08,4.59,91,10,11.39,45.58
USG_024528,SUB_04111,2025-09-10,,358,64,1.06,17.87
USG_024529,SUB_01438,2025-11-08,18.28,94,59,19.06,12.5
USG_024530,SUB_01988,2025-10-13,7.67,488,15,40.18,6.94
USG_024531,SUB_01104,2025-09-13,9.18,426,47,17.57,4.19
USG_024532,SUB_04514,2025-11-20,5.74,40,44,12.04,17.47
USG_024533,SUB_00716,2025-12-10,3.95,235,73,42.03,2.42
USG_024534,SUB_04094,2025-11-11,11.19,382,95,70.64,33.25
USG_024535,SUB_04409,2025-12-28,12.02,43,47,3.11,7.16
USG_024536,SUB_03822,2025-10-20,8.21,172,11,90.39,17.91
USG_024537,SUB_03630,2025-11-16,8.89,159,75,23.89,0.78
USG_024538,SUB_03530,2025-10-22,1.1,367,47,87.88,35.58
USG_024539,SUB_02414,2025-09-28,20.19,318,54,5.39,16.02
USG_024540,SUB_04138,2025-10-09,33.1,126,80,1.11,14.43
USG_024541,SUB_00075,2025-10-17,6.86,71,17,32.33,2.56
USG_024542,SUB_02131,2025-09-19,12.27,247,25,14.49,40.3
USG_024543,SUB_00393,2025-09-23,2.72,282,39,10.41,13.14
USG_024544,SUB_00016,2025-09-25,0.65,135,99,10.54,3.24
USG_024545,SUB_04679,2025-11-13,21.84,245,82,32.97,32.85
USG_024546,SUB_01413,2025-12-01,1.73,87,72,62.13,17.01
USG_024547,SUB_02700,2025-11-14,7.75,30,84,15.97,19.76
USG_024548,SUB_04714,2025-09-27,18.6,11,19,15.23,1.6
USG_024549,SUB_00640,2025-11-25,20.41,38,82,8.97,5.24
USG_024550,SUB_00542,2026-01-03,18.63,234,22,50.24,23.31
USG_024551,SUB_01029,2025-10-26,3.78,160,99,41.25,7.58
USG_024552,SUB_04482,2025-09-20,7.62,334,82,19.17,14.94
USG_024553,SUB_02332,2025-10-08,6.33,368,33,48.28,33.72
USG_024554,SUB_00096,2025-09-25,10.7,16,39,40.96,6.27
USG_024555,SUB_00875,2025-11-26,6.76,171,62,13.52,9.8
USG_024556,SUB_03019,2025-11-12,0.54,385,14,6.62,12.05
USG_024557,SUB_03530,2025-10-08,5.37,54,37,2.24,23.15
USG_024558,SUB_01714,2025-10-23,2.39,490,97,6.32,1.81
USG_024559,SUB_00179,2025-12-26,16.36,194,17,47.6,2.19
USG_024560,SUB_01372,2025-12-08,11.41,190,29,38.8,0.68
USG_024561,SUB_02888,2025-09-14,1.2,111,7,16.88,0.36
USG_024562,SUB_02062,2025-12-29,1.82,70,35,2.05,2.8
USG_024563,SUB_04613,2025-12-24,8.38,33,28,20.2,0.44
USG_024564,SUB_00085,2025-09-09,1.55,7,14,27.66,12.25
USG_024565,SUB_03049,2025-09-21,8.01,107,8,3.95,12.65
USG_024566,SUB_04109,2025-10-13,8.73,217,38,6.04,17.11
USG_024567,SUB_01856,2025-12-22,2.43,157,23,14.87,0.19
USG_024568,SUB_02134,2025-09-17,16.82,144,31,43.96,2.97
USG_024569,SUB_02072,2025-11-05,19.18,328,61,13.78,1.98
USG_024570,SUB_04933,2025-11-10,41.55,347,86,21.49,37.05
USG_024571,SUB_03457,2025-09-10,16.26,493,47,59.47,1.99
USG_024572,SUB_01091,2025-10-19,11.98,339,78,57.71,8.77
USG_024573,SUB_03041,2025-09-24,11.43,378,17,59.75,1.58
USG_024574,SUB_02091,2025-12-30,4.09,244,60,26.62,26.36
USG_024575,SUB_04180,2025-09-10,6.11,482,84,0.59,4.6
USG_024576,SUB_01684,2025-09-23,9.04,218,6,47.12,0.8
USG_024577,SUB_04810,2025-12-10,7.48,156,72,14.13,8.53
USG_024578,SUB_03064,2025-11-05,19.26,204,79,32.53,0.82
USG_024579,SUB_03042,2026-01-04,11.97,333,60,14.59,0.48
USG_024580,SUB_00541,2025-11-24,16.65,298,94,30.05,23.45
USG_024581,SUB_00714,2025-11-12,1.64,479,57,4.43,5.89
USG_024582,SUB_03447,2025-12-05,8.01,94,44,11.83,7.82
USG_024583,SUB_03221,2025-10-28,3.04,343,75,2.75,2.57
USG_024584,SUB_03712,2025-11-01,7.84,331,99,17.53,20.17
USG_024585,SUB_04694,2025-10-16,6.57,39,8,8.65,3.79
USG_024586,SUB_00914,2025-10-04,11.05,178,1,5.83,25.1
USG_024587,SUB_00480,2025-12-25,19.38,229,88,33.83,0.96
USG_024588,SUB_04700,2025-11-01,14.54,402,37,2.62,37.14
USG_024589,SUB_00122,2025-11-25,5.21,318,48,37.27,34.03
USG_024590,SUB_04934,2025-11-03,13.16,85,89,27.76,21.41
USG_024591,SUB_00915,2025-11-03,24.0,361,51,32.39,22.07
USG_024592,SUB_04923,2025-10-01,13.45,111,72,2.03,17.55
USG_024593,SUB_02116,2025-10-29,16.64,259,3,10.02,16.59
USG_024594,SUB_04087,2025-09-12,12.09,226,14,9.53,3.17
USG_024595,SUB_04757,2026-01-01,3.58,54,78,42.16,0.09
USG_024596,SUB_03051,2025-12-26,9.06,144,63,31.75,5.82
USG_024597,SUB_04028,2025-10-17,4.82,24,84,16.54,5.37
USG_024598,SUB_01373,2025-12-15,0.88,182,81,6.69,46.73
USG_024599,SUB_01950,2025-09-30,11.78,65,5,6.94,21.91
USG_024600,SUB_02473,2025-09-19,8.24,33,18,20.06,31.84
USG_024601,SUB_04666,2025-12-29,9.38,431,100,7.58,6.39
USG_024602,SUB_03574,2025-12-22,19.3,247,1,53.09,0.7
USG_024603,SUB_04963,2025-12-09,13.28,144,18,21.67,28.28
USG_024604,SUB_02695,2025-09-23,25.96,489,89,18.58,45.83
USG_024605,SUB_01725,2025-10-24,23.13,477,72,21.75,14.71
USG_024606,SUB_03898,2025-12-08,11.59,114,30,9.4,6.99
USG_024607,SUB_04787,2025-11-29,2.84,367,17,54.81,25.12
USG_024608,SUB_04502,2025-10-03,3.71,391,70,4.48,6.84
USG_024609,SUB_04588,2025-09-17,19.75,413,38,19.5,0.85
USG_024610,SUB_03447,2025-10-06,12.54,108,14,12.48,3.85
USG_024611,SUB_00976,2025-10-29,14.52,458,9,111.46,27.96
USG_024612,SUB_02907,2025-11-01,6.64,207,94,3.87,1.07
USG_024613,SUB_03602,2025-12-26,6.97,318,85,0.99,10.7
USG_024614,SUB_02826,2025-11-06,13.3,157,86,18.74,32.12
USG_024615,SUB_04530,2025-10-16,6.0,466,52,4.72,0.47
USG_024616,SUB_01988,2025-11-20,3.94,249,5,38.15,7.33
USG_024617,SUB_02733,2025-11-08,5.9,58,14,45.05,8.38
USG_024618,SUB_02882,2025-11-23,2.35,269,91,14.42,0.13
USG_024619,SUB_00397,2025-11-20,4.18,169,8,7.24,28.74
USG_024620,SUB_03208,2025-12-17,10.39,56,15,29.42,3.63
USG_024621,SUB_04590,2025-10-24,21.45,252,69,29.27,0.54
USG_024622,SUB_01913,2025-12-31,6.64,232,16,18.08,6.39
USG_024623,SUB_02907,2025-10-07,8.08,298,7,12.37,4.07
USG_024624,SUB_02127,2026-01-01,2.34,100,63,29.57,9.72
USG_024625,SUB_02955,2025-09-22,1.77,164,82,7.64,4.57
USG_024626,SUB_03930,2025-10-24,12.04,479,66,52.29,15.93
USG_024627,SUB_03592,2025-10-28,15.6,5,23,34.88,3.68
USG_024628,SUB_04884,2025-10-28,30.6,154,16,18.87,4.17
USG_024629,SUB_01532,2025-10-03,1.65,206,22,23.39,4.99
USG_024630,SUB_04255,2025-12-08,2.36,430,38,3.49,21.32
USG_024631,SUB_00855,2025-10-20,9.65,408,65,15.36,14.9
USG_024632,SUB_03043,2025-11-14,1.45,369,36,19.72,11.55
USG_024633,SUB_00056,2025-12-07,16.63,192,94,4.78,36.83
USG_024634,SUB_04820,2025-11-20,680.8135590153295,435,26,44.94,7.3
USG_024635,SUB_03723,2025-11-03,3.26,35,35,27.54,12.89
USG_024636,SUB_04063,2025-11-05,22.02,331,70,17.31,4.06
USG_024637,SUB_02255,2025-11-09,19.33,177,3,24.62,6.26
USG_024638,SUB_01584,2025-11-12,13.63,343,2,5.35,20.6
USG_024639,SUB_00418,2025-10-22,6.61,330,88,11.55,57.46
USG_024640,SUB_04889,2025-11-04,1.19,321,8,1.86,5.7
USG_024641,SUB_04112,2025-09-15,22.52,455,63,20.43,8.98
USG_024642,SUB_01584,2025-11-13,21.31,132,80,37.14,0.45
USG_024643,SUB_04479,2025-10-16,2.93,142,6,26.22,32.62
USG_024644,SUB_04950,2025-09-14,8.0,79,93,39.73,0.43
USG_024645,SUB_03955,2025-11-08,7.46,422,33,2.8,1.72
USG_024646,SUB_04333,2025-12-15,4.42,260,77,16.01,3.3
USG_024647,SUB_00356,2025-10-09,9.33,87,35,13.26,6.02
USG_024648,SUB_02214,2025-10-16,4.53,479,29,13.85,9.66
USG_024649,SUB_03964,2025-11-02,2.89,311,26,0.41,2.61
USG_024650,SUB_03975,2025-10-28,5.19,199,54,46.56,17.35
USG_024651,SUB_00969,2025-09-13,13.61,146,39,21.31,15.71
USG_024652,SUB_02166,2025-11-14,7.69,386,50,19.66,55.52
USG_024653,SUB_00781,2025-12-16,8.09,376,58,27.33,9.6
USG_024654,SUB_01329,2025-09-21,2.49,61,68,26.67,14.8
USG_024655,SUB_02342,2025-11-13,19.35,38,52,44.83,1.7
USG_024656,SUB_03939,2025-09-15,7.5,269,21,39.53,16.14
USG_024657,SUB_04379,2025-12-10,6.24,250,91,14.0,11.93
USG_024658,SUB_00334,2025-11-02,2.07,330,28,59.24,6.29
USG_024659,SUB_02421,2025-10-14,23.74,421,57,5.26,19.9
USG_024660,SUB_01373,2025-11-05,5.77,147,75,42.0,37.7
USG_024661,SUB_00720,2025-10-30,17.91,224,66,10.19,2.31
USG_024662,SUB_04691,2025-12-10,7.46,149,47,27.58,20.24
USG_024663,SUB_02382,2025-12-05,6.56,64,59,40.78,4.11
USG_024664,SUB_02451,2025-12-30,7.24,120,88,32.41,18.35
USG_024665,SUB_04130,2025-10-08,3.91,328,81,30.43,10.86
USG_024666,SUB_01750,2025-11-27,10.46,52,81,5.64,30.46
USG_024667,SUB_02968,2025-11-12,5.25,424,66,6.55,25.44
USG_024668,SUB_00238,2025-09-20,14.02,162,53,1.15,37.76
USG_024669,SUB_00832,2025-11-09,15.09,167,36,9.46,5.95
USG_024670,SUB_00825,2025-09-22,3.57,419,27,5.19,6.55
USG_024671,SUB_01503,2025-12-17,1.94,171,35,5.63,0.99
USG_024672,SUB_00941,2025-11-26,17.01,392,81,27.95,6.26
USG_024673,SUB_04541,2025-10-22,9.05,175,84,78.38,1.97
USG_024674,SUB_00795,2025-11-02,10.3,305,58,0.3,11.13
USG_024675,SUB_01023,2025-11-27,4.28,413,3,47.68,7.04
USG_024676,SUB_00875,2025-12-08,2.05,235,76,31.91,30.16
USG_024677,SUB_04369,2025-12-16,13.91,368,7,42.09,0.96
USG_024678,SUB_01146,2025-11-06,1.3,457,56,101.08,7.27
USG_024679,SUB_01512,2025-11-28,8.1,28,39,11.8,10.05
USG_024680,SUB_00921,2025-11-26,15.65,327,47,5.34,12.51
USG_024681,SUB_03472,2025-10-20,16.67,495,26,46.49,33.13
USG_024682,SUB_00689,2025-09-10,18.76,10,9,26.5,9.7
USG_024683,SUB_00230,2025-11-08,13.12,100,13,4.37,3.08
USG_024684,SUB_02451,2025-12-15,10.5,475,33,11.66,16.12
USG_024685,SUB_00027,2025-09-20,1.74,77,60,12.94,7.32
USG_024686,SUB_04943,2025-09-29,5.66,492,44,16.0,8.3
USG_024687,SUB_04819,2025-11-21,15.07,89,13,12.42,0.25
USG_024688,SUB_00747,2025-11-27,6.28,93,73,16.64,6.5
USG_024689,SUB_03527,2025-11-26,38.4,283,45,17.52,10.88
USG_024690,SUB_00293,2025-10-25,2.51,229,88,5.87,6.7
USG_024691,SUB_00060,2025-09-23,11.89,132,6,0.21,5.61
USG_024692,SUB_04373,2025-10-23,2.34,187,43,44.34,15.29
USG_024693,SUB_00942,2025-12-16,1.59,330,80,9.07,8.28
USG_024694,SUB_03183,2025-09-27,14.28,167,13,15.84,57.12
USG_024695,SUB_04582,2025-11-09,17.74,240,36,46.94,2.45
USG_024696,SUB_03041,2025-11-27,15.33,272,45,30.96,0.03
USG_024697,SUB_04987,2025-11-01,4.08,164,19,22.22,35.53
USG_024698,SUB_04436,2026-01-03,15.58,332,51,19.35,19.03
USG_024699,SUB_04388,2025-10-16,4.83,467,19,17.6,8.14
USG_024700,SUB_01158,2025-12-13,9.74,450,95,16.2,6.44
USG_024701,SUB_01148,2025-10-11,24.24,110,56,6.53,9.47
USG_024702,SUB_02407,2025-10-16,12.02,79,64,87.2,40.04
USG_024703,SUB_03156,2025-12-11,4.07,69,100,2.43,53.85
USG_024704,SUB_04100,2025-09-26,17.83,12,23,18.41,48.67
USG_024705,SUB_00567,2025-09-23,10.39,26,35,26.42,5.8
USG_024706,SUB_04447,2025-09-16,7.72,1,53,1.3,4.54
USG_024707,SUB_01628,2025-10-14,14.24,463,73,6.68,7.09
USG_024708,SUB_02347,2025-10-28,8.81,21,58,12.5,36.47
USG_024709,SUB_03968,2025-09-27,1.56,192,43,14.3,0.79
USG_024710,SUB_03531,2025-09-27,6.9,365,7,6.07,29.85
USG_024711,SUB_01351,2025-12-22,0.9,448,87,4.33,36.61
USG_024712,SUB_00649,2025-09-20,1.35,370,35,29.32,0.94
USG_024713,SUB_02820,2025-11-11,6.01,236,53,7.09,33.95
USG_024714,SUB_04151,2025-09-13,5.05,318,52,2.61,0.61
USG_024715,SUB_03226,2025-11-03,16.19,486,29,25.37,18.51
USG_024716,SUB_00409,2025-11-02,14.85,87,47,6.2,37.35
USG_024717,SUB_01885,2025-09-11,4.86,28,73,5.12,6.67
USG_024718,SUB_00953,2025-10-07,19.02,82,15,1.62,22.79
USG_024719,SUB_03889,2025-12-10,6.16,293,43,67.81,19.41
USG_024720,SUB_04647,2025-10-26,13.47,368,79,10.83,0.37
USG_024721,SUB_01089,2025-10-01,8.94,404,22,16.07,10.19
USG_024722,SUB_04542,2025-09-14,12.86,191,93,2.55,1.84
USG_024723,SUB_04374,2025-09-07,13.56,216,93,11.53,27.02
USG_024724,SUB_02298,2025-10-21,8.65,21,50,4.23,5.32
USG_024725,SUB_03450,2025-12-30,6.74,290,49,47.97,6.16
USG_024726,SUB_00591,2026-01-01,31.43,321,14,2.99,4.33
USG_024727,SUB_00525,2025-12-02,10.67,369,98,25.3,2.44
USG_024728,SUB_02134,2025-10-19,2.74,468,69,4.24,1.96
USG_024729,SUB_04917,2025-11-12,9.44,129,34,8.2,15.5
USG_024730,SUB_03091,2025-12-01,2.97,179,16,15.35,3.11
USG_024731,SUB_01030,2025-10-04,5.56,203,32,8.78,18.54
USG_024732,SUB_01786,2025-11-20,29.6,464,33,18.31,61.41
USG_024733,SUB_03988,2025-09-16,6.08,52,95,22.08,8.1
USG_024734,SUB_04699,2025-09-10,,409,4,68.3,1.81
USG_024735,SUB_02483,2025-12-17,12.63,454,86,39.36,14.1
USG_024736,SUB_02200,2025-09-28,2.98,16,68,14.47,12.76
USG_024737,SUB_02957,2025-11-18,10.22,192,62,14.03,0.6
USG_024738,SUB_01760,2025-10-28,4.26,382,4,13.44,10.21
USG_024739,SUB_03595,2025-10-15,7.27,29,52,34.12,4.0
USG_024740,SUB_02423,2025-09-25,3.77,125,23,28.67,3.28
USG_024741,SUB_04971,2025-09-19,3.88,428,46,5.21,39.74
USG_024742,SUB_00351,2025-09-22,19.69,356,59,20.2,3.07
USG_024743,SUB_02228,2025-10-17,6.84,63,77,2.61,6.86
USG_024744,SUB_02092,2025-10-25,18.31,242,75,15.28,8.28
USG_024745,SUB_04111,2025-12-17,5.85,91,73,24.05,28.87
USG_024746,SUB_03878,2025-10-29,16.02,14,43,16.3,15.25
USG_024747,SUB_00988,2025-11-12,2.03,220,45,20.8,6.12
USG_024748,SUB_02891,2025-10-06,13.79,41,34,9.57,10.03
USG_024749,SUB_02067,2025-12-02,2.9,407,27,2.87,0.26
USG_024750,SUB_03520,2025-10-11,26.76,460,22,18.89,6.98
USG_024751,SUB_02092,2025-09-29,23.4,16,63,29.86,8.01
USG_024752,SUB_01343,2025-12-21,26.12,23,36,22.26,34.7
USG_024753,SUB_01784,2025-10-04,3.95,40,87,6.34,28.65
USG_024754,SUB_04974,2025-09-12,10.03,477,58,3.41,21.53
USG_024755,SUB_02662,2025-11-04,3.51,86,21,27.44,17.52
USG_024756,SUB_03290,2025-09-25,13.38,287,59,3.11,1.77
USG_024757,SUB_04704,2025-10-09,0.59,316,76,18.07,12.41
USG_024758,SUB_01453,2025-12-27,9.28,170,64,7.34,9.84
USG_024759,SUB_04537,2025-11-18,32.16,98,93,31.99,0.14
USG_024760,SUB_00960,2025-10-28,4.33,249,37,1.85,6.4
USG_024761,SUB_04372,2025-09-28,6.01,276,93,7.48,1.85
USG_024762,SUB_02600,2025-10-27,4.99,16,10,9.5,9.53
USG_024763,SUB_00010,2025-11-08,3.84,396,50,2.39,7.39
USG_024764,SUB_02134,2025-12-29,7.72,353,82,48.71,17.9
USG_024765,SUB_00502,2025-11-06,3.17,341,67,21.17,17.79
USG_024766,SUB_04474,2025-11-03,6.45,489,27,33.05,17.63
USG_024767,SUB_03526,2025-12-31,23.59,257,97,18.1,31.67
USG_024768,SUB_01543,2025-12-28,6.12,264,7,25.18,0.04
USG_024769,SUB_01643,2025-09-22,26.4,53,8,21.06,47.55
USG_024770,SUB_02737,2025-12-19,10.98,105,4,28.89,12.98
USG_024771,SUB_03246,2025-11-29,1.4,179,22,13.72,7.72
USG_024772,SUB_01995,2025-12-03,20.94,478,74,80.17,15.28
USG_024773,SUB_01956,2025-09-26,11.47,483,26,34.44,3.14
USG_024774,SUB_04175,2025-11-13,10.52,113,46,12.04,3.39
USG_024775,SUB_03924,2026-01-03,10.14,494,21,8.79,3.83
USG_024776,SUB_03814,2025-09-25,7.88,107,59,29.58,3.97
USG_024777,SUB_04411,2025-11-09,4.74,171,5,7.96,23.88
USG_024778,SUB_01195,2025-10-11,3.31,146,67,4.65,18.61
USG_024779,SUB_00972,2025-12-18,13.24,15,50,12.5,21.71
USG_024780,SUB_01068,2025-11-29,14.24,123,80,16.47,15.23
